PAR,Dummy,HT,AMRules,ARF-abs,XT
0.024658203125,0.0231640625,0.7326289062500001,0.319779296875,11.546,2.0360000000000005
0.031005859375,0.0279687499999999,6.116,3.2760000000000007,129.94400000000002,53.75599999999999
0.02451171875,0.022841796875,1.662,0.366685546875,27.202,9.764
0.022861328125,0.02158203125,3.444,0.5437343749999999,9.46,3.014
0.0254687499999999,0.023623046875,5.074,1.436,145.286,25.76
0.0228125,0.021533203125,3.85,0.7412109375,149.844,19.924
0.0251171875,0.023330078125,8.290000000000001,1.502,155.658,23.232
0.0360546875,0.0272167968749999,1.932,0.24260546875,105.994,7.814
0.03619140625,0.031865234375,6.004,1.22690234375,33.324,38.18
0.035029296875,0.0281542968749999,4.978,0.663958984375,112.756,8.112
0.024453125,0.022822265625,1.7560000000000002,0.70261328125,41.556,4.872
0.0228515625,0.021533203125,29.684000000000005,2.96,115.908,67.1
0.022822265625,0.02154296875,2.8,0.7212617187499999,83.556,8.969999999999999
0.0296191406249999,0.0268359375,10.174,4.42,141.002,39.552
0.0049609375,0.00365234375,29.910000000000004,2.07,127.656,25.718
0.0049609375,0.00365234375,27.190000000000005,1.95,108.71,36.998
0.0049609375,0.00365234375,27.690000000000005,2.12,101.126,30.378
0.005234375,0.003896484375,81.05,0.409009765625,324.622580078125,46.712
0.005234375,0.003896484375,83.57,1.28,722.9780000000001,59.27
0.005234375,0.003896484375,66.71,0.6186484374999999,94.928,1.934
0.0078515625,0.0059375,209.62,7.574,25.360000000000003,17.422
0.0078515625,0.0059375,218.21,7.529999999999999,24.75,19.812
