,n_nodes_000,n_branches_000,n_leaves_000,n_active_leaves_000,n_inactive_leaves_000,height_000,total_observed_weight_000,n_nodes_001,n_branches_001,n_leaves_001,n_active_leaves_001,n_inactive_leaves_001,height_001,total_observed_weight_001,n_nodes_002,n_branches_002,n_leaves_002,n_active_leaves_002,n_inactive_leaves_002,height_002,total_observed_weight_002,n_nodes_003,n_branches_003,n_leaves_003,n_active_leaves_003,n_inactive_leaves_003,height_003,total_observed_weight_003,n_nodes_004,n_branches_004,n_leaves_004,n_active_leaves_004,n_inactive_leaves_004,height_004,total_observed_weight_004,n_nodes_005,n_branches_005,n_leaves_005,n_active_leaves_005,n_inactive_leaves_005,height_005,total_observed_weight_005,n_nodes_006,n_branches_006,n_leaves_006,n_active_leaves_006,n_inactive_leaves_006,height_006,total_observed_weight_006,n_nodes_007,n_branches_007,n_leaves_007,n_active_leaves_007,n_inactive_leaves_007,height_007,total_observed_weight_007,n_nodes_008,n_branches_008,n_leaves_008,n_active_leaves_008,n_inactive_leaves_008,height_008,total_observed_weight_008,n_nodes_009,n_branches_009,n_leaves_009,n_active_leaves_009,n_inactive_leaves_009,height_009,total_observed_weight_009,n_nodes_010,n_branches_010,n_leaves_010,n_active_leaves_010,n_inactive_leaves_010,height_010,total_observed_weight_010,n_nodes_011,n_branches_011,n_leaves_011,n_active_leaves_011,n_inactive_leaves_011,height_011,total_observed_weight_011,n_nodes_012,n_branches_012,n_leaves_012,n_active_leaves_012,n_inactive_leaves_012,height_012,total_observed_weight_012,n_nodes_013,n_branches_013,n_leaves_013,n_active_leaves_013,n_inactive_leaves_013,height_013,total_observed_weight_013,n_nodes_014,n_branches_014,n_leaves_014,n_active_leaves_014,n_inactive_leaves_014,height_014,total_observed_weight_014,n_nodes_015,n_branches_015,n_leaves_015,n_active_leaves_015,n_inactive_leaves_015,height_015,total_observed_weight_015,n_nodes_016,n_branches_016,n_leaves_016,n_active_leaves_016,n_inactive_leaves_016,height_016,total_observed_weight_016,n_nodes_017,n_branches_017,n_leaves_017,n_active_leaves_017,n_inactive_leaves_017,height_017,total_observed_weight_017,n_nodes_018,n_branches_018,n_leaves_018,n_active_leaves_018,n_inactive_leaves_018,height_018,total_observed_weight_018,n_nodes_019,n_branches_019,n_leaves_019,n_active_leaves_019,n_inactive_leaves_019,height_019,total_observed_weight_019
100,1,0,1,1,0,1,43.0,3,1,2,2,0,2,51.0,3,1,2,2,0,2,50.0,1,0,1,1,0,1,47.0,3,1,2,2,0,2,52.0,1,0,1,1,0,1,44.0,1,0,1,1,0,1,47.0,1,0,1,1,0,1,50.0,3,1,2,2,0,2,56.0,1,0,1,1,0,1,43.0,3,1,2,2,0,2,59.0,3,1,2,2,0,2,55.0,1,0,1,1,0,1,42.0,3,1,2,2,0,2,54.0,3,1,2,2,0,2,53.0,1,0,1,1,0,1,46.0,1,0,1,1,0,1,48.0,3,1,2,2,0,2,61.0,1,0,1,1,0,1,44.0,3,1,2,2,0,2,52.0
200,1,0,1,1,0,1,83.0,3,1,2,2,0,2,102.0,3,1,2,2,0,2,98.0,3,1,2,2,0,2,90.0,3,1,2,2,0,2,103.0,3,1,2,2,0,2,89.0,3,1,2,2,0,2,90.0,3,1,2,2,0,2,102.0,3,1,2,2,0,2,105.0,3,1,2,2,0,2,92.0,3,1,2,2,0,2,111.0,3,1,2,2,0,2,101.0,3,1,2,2,0,2,94.0,3,1,2,2,0,2,100.0,3,1,2,2,0,2,102.0,1,0,1,1,0,1,94.0,3,1,2,2,0,2,90.0,3,1,2,2,0,2,105.0,3,1,2,2,0,2,94.0,3,1,2,2,0,2,105.0
300,3,1,2,2,0,2,128.0,5,2,3,3,0,3,148.0,5,2,3,3,0,3,144.0,3,1,2,2,0,2,137.0,3,1,2,2,0,2,154.0,3,1,2,2,0,2,140.0,3,1,2,2,0,2,137.0,3,1,2,2,0,2,160.0,5,2,3,3,0,3,152.0,3,1,2,2,0,2,141.0,3,1,2,2,0,2,157.0,3,1,2,2,0,2,144.0,3,1,2,2,0,2,148.0,3,1,2,2,0,2,148.0,5,2,3,3,0,3,150.0,3,1,2,2,0,2,150.0,3,1,2,2,0,2,143.0,3,1,2,2,0,2,152.0,3,1,2,2,0,2,139.0,5,2,3,3,0,3,150.0
400,3,1,2,2,0,2,177.0,5,2,3,3,0,3,201.0,5,2,3,3,0,3,187.0,3,1,2,2,0,2,181.0,5,2,3,3,0,3,205.0,3,1,2,2,0,2,188.0,3,1,2,2,0,2,184.0,3,1,2,2,0,2,208.0,5,2,3,3,0,3,204.0,5,2,3,3,0,3,194.0,3,1,2,2,0,2,206.0,3,1,2,2,0,2,198.0,5,2,3,3,0,3,204.0,5,2,3,3,0,3,192.0,5,2,3,3,0,3,196.0,3,1,2,2,0,2,199.0,3,1,2,2,0,2,200.0,3,1,2,2,0,2,197.0,5,2,3,3,0,3,195.0,7,3,4,4,0,3,203.0
500,3,1,2,2,0,2,229.0,7,3,4,4,0,3,253.0,5,2,3,3,0,3,232.0,5,2,3,3,0,3,231.0,5,2,3,3,0,3,259.0,5,2,3,3,0,3,232.0,3,1,2,2,0,2,236.0,3,1,2,2,0,2,251.0,5,2,3,3,0,3,246.0,5,2,3,3,0,3,237.0,3,1,2,2,0,2,243.0,3,1,2,2,0,2,249.0,5,2,3,3,0,3,254.0,5,2,3,3,0,3,240.0,7,3,4,4,0,4,247.0,3,1,2,2,0,2,250.0,3,1,2,2,0,2,249.0,5,2,3,3,0,3,247.0,5,2,3,3,0,3,249.0,7,3,4,4,0,3,254.0
600,3,1,2,2,0,2,274.0,7,3,4,4,0,3,304.0,7,3,4,4,0,3,291.0,7,3,4,4,0,3,281.0,7,3,4,4,0,3,304.0,5,2,3,3,0,3,285.0,3,1,2,2,0,2,286.0,5,2,3,3,0,3,297.0,5,2,3,3,0,3,298.0,5,2,3,3,0,3,291.0,3,1,2,2,0,2,291.0,3,1,2,2,0,2,301.0,7,3,4,4,0,3,306.0,5,2,3,3,0,3,287.0,7,3,4,4,0,4,291.0,5,2,3,3,0,3,307.0,5,2,3,3,0,3,302.0,5,2,3,3,0,3,293.0,7,3,4,4,0,3,298.0,9,4,5,5,0,4,300.0
700,3,1,2,2,0,2,329.0,9,4,5,5,0,4,346.0,7,3,4,4,0,3,348.0,7,3,4,4,0,3,326.0,7,3,4,4,0,3,348.0,5,2,3,3,0,3,336.0,3,1,2,2,0,2,330.0,5,2,3,3,0,3,359.0,5,2,3,3,0,3,349.0,5,2,3,3,0,3,337.0,5,2,3,3,0,3,334.0,3,1,2,2,0,2,356.0,7,3,4,4,0,3,356.0,5,2,3,3,0,3,339.0,7,3,4,4,0,4,350.0,7,3,4,4,0,3,357.0,7,3,4,4,0,3,353.0,5,2,3,3,0,3,343.0,7,3,4,4,0,3,343.0,9,4,5,5,0,4,357.0
800,5,2,3,3,0,3,381.0,9,4,5,5,0,4,407.0,7,3,4,4,0,3,399.0,7,3,4,4,0,3,381.0,9,4,5,5,0,4,396.0,7,3,4,4,0,3,392.0,5,2,3,3,0,3,378.0,5,2,3,3,0,3,408.0,7,3,4,4,0,3,403.0,5,2,3,3,0,3,392.0,5,2,3,3,0,3,386.0,3,1,2,2,0,2,409.0,7,3,4,4,0,3,410.0,7,3,4,4,0,3,389.0,7,3,4,4,0,4,399.0,7,3,4,4,0,3,402.0,7,3,4,4,0,3,398.0,5,2,3,3,0,3,387.0,7,3,4,4,0,3,390.0,9,4,5,5,0,4,411.0
900,5,2,3,3,0,3,434.0,9,4,5,5,0,4,451.0,7,3,4,4,0,3,448.0,7,3,4,4,0,3,429.0,9,4,5,5,0,4,445.0,7,3,4,4,0,3,437.0,5,2,3,3,0,3,425.0,7,3,4,4,0,3,459.0,7,3,4,4,0,3,457.0,5,2,3,3,0,3,448.0,7,3,4,4,0,3,434.0,3,1,2,2,0,2,456.0,7,3,4,4,0,3,464.0,7,3,4,4,0,3,429.0,7,3,4,4,0,4,443.0,7,3,4,4,0,3,443.0,7,3,4,4,0,3,450.0,5,2,3,3,0,3,438.0,7,3,4,4,0,3,443.0,11,5,6,6,0,4,465.0
1000,5,2,3,3,0,3,483.0,9,4,5,5,0,4,503.0,7,3,4,4,0,3,497.0,7,3,4,4,0,3,486.0,9,4,5,5,0,4,496.0,7,3,4,4,0,3,484.0,7,3,4,4,0,3,468.0,7,3,4,4,0,3,509.0,7,3,4,4,0,3,506.0,5,2,3,3,0,3,498.0,7,3,4,4,0,3,481.0,3,1,2,2,0,2,507.0,9,4,5,5,0,4,511.0,7,3,4,4,0,3,486.0,7,3,4,4,0,4,490.0,7,3,4,4,0,3,497.0,9,4,5,5,0,4,502.0,5,2,3,3,0,3,490.0,7,3,4,4,0,3,490.0,13,6,7,7,0,4,512.0
1100,5,2,3,3,0,3,540.0,9,4,5,5,0,4,549.0,7,3,4,4,0,3,547.0,7,3,4,4,0,3,535.0,9,4,5,5,0,4,547.0,7,3,4,4,0,3,536.0,7,3,4,4,0,3,517.0,7,3,4,4,0,3,554.0,9,4,5,5,0,4,560.0,5,2,3,3,0,3,556.0,7,3,4,4,0,3,530.0,3,1,2,2,0,2,560.0,9,4,5,5,0,4,562.0,9,4,5,5,0,4,535.0,7,3,4,4,0,4,534.0,7,3,4,4,0,3,544.0,9,4,5,5,0,4,551.0,7,3,4,4,0,4,534.0,9,4,5,5,0,4,531.0,13,6,7,7,0,4,557.0
