,n_nodes_000,n_branches_000,n_leaves_000,n_active_leaves_000,n_inactive_leaves_000,height_000,total_observed_weight_000,n_nodes_001,n_branches_001,n_leaves_001,n_active_leaves_001,n_inactive_leaves_001,height_001,total_observed_weight_001,n_nodes_002,n_branches_002,n_leaves_002,n_active_leaves_002,n_inactive_leaves_002,height_002,total_observed_weight_002,n_nodes_003,n_branches_003,n_leaves_003,n_active_leaves_003,n_inactive_leaves_003,height_003,total_observed_weight_003,n_nodes_004,n_branches_004,n_leaves_004,n_active_leaves_004,n_inactive_leaves_004,height_004,total_observed_weight_004,n_nodes_005,n_branches_005,n_leaves_005,n_active_leaves_005,n_inactive_leaves_005,height_005,total_observed_weight_005,n_nodes_006,n_branches_006,n_leaves_006,n_active_leaves_006,n_inactive_leaves_006,height_006,total_observed_weight_006,n_nodes_007,n_branches_007,n_leaves_007,n_active_leaves_007,n_inactive_leaves_007,height_007,total_observed_weight_007,n_nodes_008,n_branches_008,n_leaves_008,n_active_leaves_008,n_inactive_leaves_008,height_008,total_observed_weight_008,n_nodes_009,n_branches_009,n_leaves_009,n_active_leaves_009,n_inactive_leaves_009,height_009,total_observed_weight_009,n_nodes_010,n_branches_010,n_leaves_010,n_active_leaves_010,n_inactive_leaves_010,height_010,total_observed_weight_010,n_nodes_011,n_branches_011,n_leaves_011,n_active_leaves_011,n_inactive_leaves_011,height_011,total_observed_weight_011,n_nodes_012,n_branches_012,n_leaves_012,n_active_leaves_012,n_inactive_leaves_012,height_012,total_observed_weight_012,n_nodes_013,n_branches_013,n_leaves_013,n_active_leaves_013,n_inactive_leaves_013,height_013,total_observed_weight_013,n_nodes_014,n_branches_014,n_leaves_014,n_active_leaves_014,n_inactive_leaves_014,height_014,total_observed_weight_014,n_nodes_015,n_branches_015,n_leaves_015,n_active_leaves_015,n_inactive_leaves_015,height_015,total_observed_weight_015,n_nodes_016,n_branches_016,n_leaves_016,n_active_leaves_016,n_inactive_leaves_016,height_016,total_observed_weight_016,n_nodes_017,n_branches_017,n_leaves_017,n_active_leaves_017,n_inactive_leaves_017,height_017,total_observed_weight_017,n_nodes_018,n_branches_018,n_leaves_018,n_active_leaves_018,n_inactive_leaves_018,height_018,total_observed_weight_018,n_nodes_019,n_branches_019,n_leaves_019,n_active_leaves_019,n_inactive_leaves_019,height_019,total_observed_weight_019
100,8,3,5,5,0,3,616.0,7,3,4,4,0,3,570.0,8,3,5,5,0,3,616.0,9,4,5,5,0,5,596.0,9,4,5,5,0,4,621.0,7,3,4,4,0,4,589.0,6,2,4,4,0,3,572.0,10,4,6,6,0,4,622.0,1,0,1,1,0,1,569.0,9,4,5,5,0,4,584.0,9.0,4.0,5.0,5,0,4.0,588.0,1,0,1,1,0,1,576.0,7,3,4,4,0,4,598.0,8,3,5,5,0,3,610.0,5.0,2.0,3.0,3,0,3.0,537.0,9,4,5,5,0,4,636.0,16,7,9,9,0,4,587.0,5,2,3,3,0,3,581.0,9,4,5,5,0,4,615.0,7,3,4,4,0,3,607.0
200,10,4,6,6,0,4,1182.0,13,6,7,7,0,5,1176.0,14,6,8,8,0,5,1214.0,15,7,8,8,0,6,1175.0,13,6,7,7,0,5,1219.0,13,6,7,7,0,5,1228.0,16,7,9,9,0,5,1160.0,18,8,10,10,0,6,1261.0,5,2,3,3,0,3,1220.0,21,10,11,11,0,5,1238.0,15.0,7.0,8.0,8,0,6.0,1194.0,5,2,3,3,0,3,1178.0,13,6,7,7,0,6,1202.0,16,7,9,9,0,5,1209.0,13.0,6.0,7.0,7,0,6.0,1152.0,19,9,10,10,0,5,1227.0,24,11,13,13,0,5,1175.0,19,8,11,11,0,6,1159.0,13,6,7,7,0,4,1224.0,19,9,10,10,0,5,1263.0
300,12,5,7,7,0,4,1840.0,21,10,11,11,0,6,1744.0,26,12,14,14,0,6,1800.0,25,12,13,13,0,8,1743.0,21,10,11,11,0,6,1809.0,22,10,12,12,0,6,1791.0,22,10,12,12,0,7,1735.0,20,9,11,11,0,7,1840.0,11,5,6,6,0,4,1887.0,34,16,18,18,0,6,1832.0,23.0,11.0,12.0,12,0,7.0,1768.0,14,6,8,8,0,4,1776.0,19,9,10,10,0,7,1797.0,30,14,16,16,0,6,1782.0,21.0,10.0,11.0,11,0,6.0,1750.0,25,12,13,13,0,7,1842.0,34,16,18,18,0,6,1826.0,25,11,14,14,0,6,1766.0,30,14,16,16,0,6,1837.0,23,11,12,12,0,6,1848.0
400,14,6,8,8,0,5,2452.0,35,17,18,18,0,7,2339.0,38,18,20,20,0,7,2404.0,35,17,18,18,0,8,2328.0,31,15,16,16,0,6,2397.0,30,14,16,16,0,7,2402.0,36,17,19,19,0,7,2295.0,30,14,16,16,0,9,2429.0,21,10,11,11,0,5,2488.0,47,22,25,25,0,7,2452.0,37.0,18.0,19.0,19,0,8.0,2411.0,20,9,11,11,0,5,2343.0,28,13,15,15,0,7,2355.0,38,18,20,20,0,7,2352.0,29.0,14.0,15.0,15,0,7.0,2362.0,33,16,17,17,0,8,2456.0,44,21,23,23,0,6,2418.0,29,13,16,16,0,6,2389.0,34,16,18,18,0,6,2447.0,29,14,15,15,0,6,2466.0
500,18,8,10,10,0,5,3061.0,41,20,21,21,0,7,2939.0,50,24,26,26,0,8,3001.0,45,22,23,23,0,9,2937.0,44,21,23,23,0,7,2984.0,44,21,23,23,0,8,3018.0,44,21,23,23,0,8,2922.0,42,20,22,22,0,10,3065.0,35,17,18,18,0,7,3102.0,61,29,32,32,0,8,3069.0,54.0,26.0,28.0,28,0,9.0,3019.0,28,13,15,15,0,6,2916.0,36,17,19,19,0,7,2985.0,44,21,23,23,0,7,2912.0,33.0,16.0,17.0,17,0,7.0,2971.0,49,24,25,25,0,9,3073.0,60,29,31,31,0,7,3004.0,35,16,19,19,0,7,2972.0,46,22,24,24,0,7,3036.0,35,17,18,18,0,7,3047.0
600,28,13,15,15,0,7,3708.0,51,25,26,26,0,8,3524.0,62,30,32,32,0,8,3619.0,55,27,28,28,0,10,3529.0,48,23,25,25,0,7,3561.0,56,27,29,29,0,8,3650.0,48,23,25,25,0,8,3544.0,54,26,28,28,0,10,3668.0,11,5,6,6,0,5,1338.0,73,35,38,38,0,8,3661.0,60.0,29.0,31.0,31,0,10.0,3557.0,3,1,2,2,0,2,470.0,40,19,21,21,0,8,3627.0,66,32,34,34,0,7,3543.0,37.0,18.0,19.0,19,0,8.0,3570.0,55,27,28,28,0,9,3730.0,76,37,39,39,0,9,3606.0,22,10,12,12,0,5,1245.0,59,28,31,31,0,8,3627.0,1,0,1,1,0,1,516.0
700,36,17,19,19,0,8,4295.0,62,30,32,32,0,8,4088.0,72,35,37,37,0,9,4221.0,63,31,32,32,0,10,4133.0,58,28,30,30,0,8,4159.0,66,32,34,34,0,9,4240.0,64,31,33,33,0,9,4142.0,66,32,34,34,0,11,4205.0,19,9,10,10,0,6,1897.0,83,40,43,43,0,9,4280.0,76.0,37.0,39.0,39,0,10.0,4108.0,11,5,6,6,0,5,1109.0,50,24,26,26,0,8,4212.0,78,38,40,40,0,8,4117.0,47.0,23.0,24.0,24,0,8.0,4147.0,75,37,38,38,0,9,4297.0,86,42,44,44,0,9,4227.0,34,16,18,18,0,6,1861.0,71,34,37,37,0,9,4244.0,5,2,3,3,0,3,1119.0
800,46,22,24,24,0,9,4894.0,68,33,35,35,0,8,4657.0,86,42,44,44,0,9,4834.0,73,36,37,37,0,10,4739.0,74,36,38,38,0,9,4769.0,68,33,35,35,0,9,4813.0,70,34,36,36,0,9,4790.0,78,38,40,40,0,11,4762.0,30,14,16,16,0,6,2500.0,91,44,47,47,0,9,4893.0,88.0,43.0,45.0,45,0,11.0,4731.0,20,9,11,11,0,6,1690.0,58,28,30,30,0,8,4830.0,86,42,44,44,0,8,4690.0,55.0,27.0,28.0,28,0,8.0,4768.0,87,43,44,44,0,10,4934.0,98,48,50,50,0,10,4845.0,44,21,23,23,0,7,2483.0,87,42,45,45,0,10,4862.0,11,5,6,6,0,5,1665.0
900,54,26,28,28,0,9,5493.0,1,0,1,1,0,1,15.0,100,49,51,51,0,10,5416.0,34,16,18,18,0,7,1915.0,78,38,40,40,0,9,5382.0,76,37,39,39,0,9,5388.0,22,10,12,12,0,5,1984.0,86,42,44,44,0,12,5358.0,42,20,22,22,0,7,3086.0,101,49,52,52,0,10,5523.0,,,,0,0,,0.0,30,14,16,16,0,6,2265.0,70,34,36,36,0,9,5409.0,94,46,48,48,0,9,5273.0,19.0,9.0,10.0,10,0,6.0,2291.0,99,49,50,50,0,10,5504.0,108,53,55,55,0,10,5415.0,50,24,26,26,0,7,3078.0,97,47,50,50,0,10,5418.0,23,11,12,12,0,6,2240.0
1000,66,32,34,34,0,10,6080.0,5,2,3,3,0,3,595.0,112,55,57,57,0,10,6027.0,44,21,23,23,0,8,2568.0,80,39,41,41,0,9,5985.0,84,41,43,43,0,9,5974.0,34,16,18,18,0,6,2592.0,102,50,52,52,0,13,5965.0,52,25,27,27,0,7,3663.0,117,57,60,60,0,10,6128.0,3.0,1.0,2.0,2,0,2.0,619.0,40,19,21,21,0,7,2877.0,80,39,41,41,0,9,6019.0,106,52,54,54,0,9,5907.0,34.0,16.0,18.0,18,0,7.0,2881.0,107,53,54,54,0,11,6063.0,116,57,59,59,0,10,6039.0,64,31,33,33,0,8,3655.0,109,53,56,56,0,11,6063.0,33,16,17,17,0,7,2832.0
