,n_nodes_000,n_branches_000,n_leaves_000,n_active_leaves_000,n_inactive_leaves_000,height_000,total_observed_weight_000,n_nodes_001,n_branches_001,n_leaves_001,n_active_leaves_001,n_inactive_leaves_001,height_001,total_observed_weight_001,n_nodes_002,n_branches_002,n_leaves_002,n_active_leaves_002,n_inactive_leaves_002,height_002,total_observed_weight_002,n_nodes_003,n_branches_003,n_leaves_003,n_active_leaves_003,n_inactive_leaves_003,height_003,total_observed_weight_003,n_nodes_004,n_branches_004,n_leaves_004,n_active_leaves_004,n_inactive_leaves_004,height_004,total_observed_weight_004,n_nodes_005,n_branches_005,n_leaves_005,n_active_leaves_005,n_inactive_leaves_005,height_005,total_observed_weight_005,n_nodes_006,n_branches_006,n_leaves_006,n_active_leaves_006,n_inactive_leaves_006,height_006,total_observed_weight_006,n_nodes_007,n_branches_007,n_leaves_007,n_active_leaves_007,n_inactive_leaves_007,height_007,total_observed_weight_007,n_nodes_008,n_branches_008,n_leaves_008,n_active_leaves_008,n_inactive_leaves_008,height_008,total_observed_weight_008,n_nodes_009,n_branches_009,n_leaves_009,n_active_leaves_009,n_inactive_leaves_009,height_009,total_observed_weight_009,n_nodes_010,n_branches_010,n_leaves_010,n_active_leaves_010,n_inactive_leaves_010,height_010,total_observed_weight_010,n_nodes_011,n_branches_011,n_leaves_011,n_active_leaves_011,n_inactive_leaves_011,height_011,total_observed_weight_011,n_nodes_012,n_branches_012,n_leaves_012,n_active_leaves_012,n_inactive_leaves_012,height_012,total_observed_weight_012,n_nodes_013,n_branches_013,n_leaves_013,n_active_leaves_013,n_inactive_leaves_013,height_013,total_observed_weight_013,n_nodes_014,n_branches_014,n_leaves_014,n_active_leaves_014,n_inactive_leaves_014,height_014,total_observed_weight_014,n_nodes_015,n_branches_015,n_leaves_015,n_active_leaves_015,n_inactive_leaves_015,height_015,total_observed_weight_015,n_nodes_016,n_branches_016,n_leaves_016,n_active_leaves_016,n_inactive_leaves_016,height_016,total_observed_weight_016,n_nodes_017,n_branches_017,n_leaves_017,n_active_leaves_017,n_inactive_leaves_017,height_017,total_observed_weight_017,n_nodes_018,n_branches_018,n_leaves_018,n_active_leaves_018,n_inactive_leaves_018,height_018,total_observed_weight_018,n_nodes_019,n_branches_019,n_leaves_019,n_active_leaves_019,n_inactive_leaves_019,height_019,total_observed_weight_019
100,1,0,1,1,0,1,49.0,3.0,1.0,2.0,2,0,2.0,50.0,1,0,1,1,0,1,45.0,1.0,0.0,1.0,1,0,1.0,48.0,1.0,0.0,1.0,1,0,1.0,45.0,3.0,1.0,2.0,2,0,2.0,52.0,1,0,1,1,0,1,47.0,1.0,0.0,1.0,1,0,1.0,44.0,1.0,0.0,1.0,1,0,1.0,54.0,3,1,2,2,0,2,50.0,1,0,1,1,0,1,50.0,1,0,1,1,0,1,45.0,3,1,2,2,0,2,53.0,1,0,1,1,0,1,50.0,3,1,2,2,0,2,51.0,1,0,1,1,0,1,42.0,1,0,1,1,0,1,56.0,1.0,0.0,1.0,1,0,1.0,59.0,3.0,1.0,2.0,2,0,2.0,57.0,1,0,1,1,0,1,2.0
200,3,1,2,2,0,2,102.0,3.0,1.0,2.0,2,0,2.0,100.0,1,0,1,1,0,1,98.0,1.0,0.0,1.0,1,0,1.0,100.0,3.0,1.0,2.0,2,0,2.0,93.0,3.0,1.0,2.0,2,0,2.0,100.0,1,0,1,1,0,1,98.0,3.0,1.0,2.0,2,0,2.0,96.0,3.0,1.0,2.0,2,0,2.0,101.0,3,1,2,2,0,2,92.0,1,0,1,1,0,1,96.0,3,1,2,2,0,2,102.0,3,1,2,2,0,2,95.0,3,1,2,2,0,2,106.0,3,1,2,2,0,2,106.0,3,1,2,2,0,2,95.0,1,0,1,1,0,1,98.0,1.0,0.0,1.0,1,0,1.0,99.0,3.0,1.0,2.0,2,0,2.0,109.0,1,0,1,1,0,1,49.0
300,3,1,2,2,0,2,147.0,5.0,2.0,3.0,3,0,3.0,151.0,1,0,1,1,0,1,141.0,1.0,0.0,1.0,1,0,1.0,141.0,3.0,1.0,2.0,2,0,2.0,148.0,3.0,1.0,2.0,2,0,2.0,149.0,1,0,1,1,0,1,152.0,5.0,2.0,3.0,3,0,3.0,150.0,3.0,1.0,2.0,2,0,2.0,154.0,3,1,2,2,0,2,146.0,3,1,2,2,0,2,155.0,3,1,2,2,0,2,158.0,3,1,2,2,0,2,144.0,3,1,2,2,0,2,154.0,3,1,2,2,0,2,55.0,5,2,3,3,0,3,144.0,3,1,2,2,0,2,76.0,3.0,1.0,2.0,2,0,2.0,151.0,5.0,2.0,3.0,3,0,3.0,156.0,3,1,2,2,0,2,104.0
400,3,1,2,2,0,2,53.0,3.0,1.0,2.0,2,0,2.0,75.0,1,0,1,1,0,1,56.0,1.0,0.0,1.0,1,0,1.0,41.0,3.0,1.0,2.0,2,0,2.0,203.0,1.0,0.0,1.0,1,0,1.0,75.0,3,1,2,2,0,2,75.0,3.0,1.0,2.0,2,0,2.0,64.0,1.0,0.0,1.0,1,0,1.0,8.0,1,0,1,1,0,1,7.0,1,0,1,1,0,1,8.0,3,1,2,2,0,2,209.0,1,0,1,1,0,1,72.0,1,0,1,1,0,1,7.0,3,1,2,2,0,2,110.0,5,2,3,3,0,3,196.0,3,1,2,2,0,2,124.0,1.0,0.0,1.0,1,0,1.0,4.0,5.0,2.0,3.0,3,0,3.0,202.0,3,1,2,2,0,2,146.0
500,3,1,2,2,0,2,102.0,3.0,1.0,2.0,2,0,2.0,123.0,1,0,1,1,0,1,104.0,1.0,0.0,1.0,1,0,1.0,95.0,3.0,1.0,2.0,2,0,2.0,50.0,1.0,0.0,1.0,1,0,1.0,119.0,3,1,2,2,0,2,123.0,3.0,1.0,2.0,2,0,2.0,110.0,1.0,0.0,1.0,1,0,1.0,56.0,3,1,2,2,0,2,52.0,1,0,1,1,0,1,55.0,3,1,2,2,0,2,66.0,1,0,1,1,0,1,119.0,1,0,1,1,0,1,62.0,5,2,3,3,0,3,164.0,3,1,2,2,0,2,55.0,3,1,2,2,0,2,174.0,1.0,0.0,1.0,1,0,1.0,60.0,1.0,0.0,1.0,1,0,1.0,46.0,5,2,3,3,0,3,202.0
600,3,1,2,2,0,2,149.0,3.0,1.0,2.0,2,0,2.0,174.0,3,1,2,2,0,2,151.0,1.0,0.0,1.0,1,0,1.0,142.0,3.0,1.0,2.0,2,0,2.0,95.0,3.0,1.0,2.0,2,0,2.0,174.0,3,1,2,2,0,2,178.0,3.0,1.0,2.0,2,0,2.0,159.0,1.0,0.0,1.0,1,0,1.0,102.0,3,1,2,2,0,2,102.0,3,1,2,2,0,2,100.0,3,1,2,2,0,2,119.0,3,1,2,2,0,2,172.0,3,1,2,2,0,2,110.0,5,2,3,3,0,3,210.0,3,1,2,2,0,2,102.0,3,1,2,2,0,2,223.0,1.0,0.0,1.0,1,0,1.0,113.0,1.0,0.0,1.0,1,0,1.0,85.0,7,3,4,4,0,3,253.0
700,5,2,3,3,0,3,205.0,3.0,1.0,2.0,2,0,2.0,231.0,3,1,2,2,0,2,205.0,3.0,1.0,2.0,2,0,2.0,99.0,3.0,1.0,2.0,2,0,2.0,155.0,1.0,0.0,1.0,1,0,1.0,28.0,3,1,2,2,0,2,224.0,5.0,2.0,3.0,3,0,3.0,215.0,3.0,1.0,2.0,2,0,2.0,158.0,5,2,3,3,0,3,164.0,3,1,2,2,0,2,152.0,3,1,2,2,0,2,159.0,1,0,1,1,0,1,22.0,1,0,1,1,0,1,33.0,5,2,3,3,0,3,259.0,3,1,2,2,0,2,151.0,3,1,2,2,0,2,269.0,3.0,1.0,2.0,2,0,2.0,158.0,3.0,1.0,2.0,2,0,2.0,139.0,7,3,4,4,0,3,303.0
800,5,2,3,3,0,3,259.0,3.0,1.0,2.0,2,0,2.0,282.0,3,1,2,2,0,2,255.0,3.0,1.0,2.0,2,0,2.0,158.0,5.0,2.0,3.0,3,0,3.0,207.0,3.0,1.0,2.0,2,0,2.0,81.0,3,1,2,2,0,2,280.0,5.0,2.0,3.0,3,0,3.0,268.0,3.0,1.0,2.0,2,0,2.0,68.0,7,3,4,4,0,3,211.0,1,0,1,1,0,1,78.0,3,1,2,2,0,2,220.0,3,1,2,2,0,2,68.0,3,1,2,2,0,2,83.0,1,0,1,1,0,1,40.0,5,2,3,3,0,3,201.0,3,1,2,2,0,2,74.0,3.0,1.0,2.0,2,0,2.0,72.0,3.0,1.0,2.0,2,0,2.0,190.0,3,1,2,2,0,2,79.0
900,3,1,2,2,0,2,186.0,1.0,0.0,1.0,1,0,1.0,17.0,3,1,2,2,0,2,185.0,3.0,1.0,2.0,2,0,2.0,208.0,5.0,2.0,3.0,3,0,3.0,245.0,3.0,1.0,2.0,2,0,2.0,137.0,1,0,1,1,0,1,139.0,5.0,2.0,3.0,3,0,3.0,313.0,3.0,1.0,2.0,2,0,2.0,121.0,9,4,5,5,0,4,266.0,3,1,2,2,0,2,131.0,5,2,3,3,0,3,276.0,3,1,2,2,0,2,120.0,3,1,2,2,0,2,129.0,3,1,2,2,0,2,97.0,5,2,3,3,0,3,253.0,3,1,2,2,0,2,120.0,3.0,1.0,2.0,2,0,2.0,133.0,3.0,1.0,2.0,2,0,2.0,235.0,3,1,2,2,0,2,134.0
1000,3,1,2,2,0,2,239.0,1.0,0.0,1.0,1,0,1.0,65.0,3,1,2,2,0,2,228.0,5.0,2.0,3.0,3,0,3.0,255.0,5.0,2.0,3.0,3,0,3.0,303.0,3.0,1.0,2.0,2,0,2.0,183.0,3,1,2,2,0,2,186.0,1.0,0.0,1.0,1,0,1.0,39.0,3.0,1.0,2.0,2,0,2.0,168.0,3,1,2,2,0,2,108.0,1,0,1,1,0,1,4.0,5,2,3,3,0,3,324.0,3,1,2,2,0,2,169.0,3,1,2,2,0,2,167.0,5,2,3,3,0,3,149.0,5,2,3,3,0,3,308.0,3,1,2,2,0,2,172.0,5.0,2.0,3.0,3,0,3.0,185.0,1.0,0.0,1.0,1,0,1.0,49.0,3,1,2,2,0,2,182.0
