,n_nodes_000,n_branches_000,n_leaves_000,n_active_leaves_000,n_inactive_leaves_000,height_000,total_observed_weight_000,n_nodes_001,n_branches_001,n_leaves_001,n_active_leaves_001,n_inactive_leaves_001,height_001,total_observed_weight_001,n_nodes_002,n_branches_002,n_leaves_002,n_active_leaves_002,n_inactive_leaves_002,height_002,total_observed_weight_002,n_nodes_003,n_branches_003,n_leaves_003,n_active_leaves_003,n_inactive_leaves_003,height_003,total_observed_weight_003,n_nodes_004,n_branches_004,n_leaves_004,n_active_leaves_004,n_inactive_leaves_004,height_004,total_observed_weight_004,n_nodes_005,n_branches_005,n_leaves_005,n_active_leaves_005,n_inactive_leaves_005,height_005,total_observed_weight_005,n_nodes_006,n_branches_006,n_leaves_006,n_active_leaves_006,n_inactive_leaves_006,height_006,total_observed_weight_006,n_nodes_007,n_branches_007,n_leaves_007,n_active_leaves_007,n_inactive_leaves_007,height_007,total_observed_weight_007,n_nodes_008,n_branches_008,n_leaves_008,n_active_leaves_008,n_inactive_leaves_008,height_008,total_observed_weight_008,n_nodes_009,n_branches_009,n_leaves_009,n_active_leaves_009,n_inactive_leaves_009,height_009,total_observed_weight_009,n_nodes_010,n_branches_010,n_leaves_010,n_active_leaves_010,n_inactive_leaves_010,height_010,total_observed_weight_010,n_nodes_011,n_branches_011,n_leaves_011,n_active_leaves_011,n_inactive_leaves_011,height_011,total_observed_weight_011,n_nodes_012,n_branches_012,n_leaves_012,n_active_leaves_012,n_inactive_leaves_012,height_012,total_observed_weight_012,n_nodes_013,n_branches_013,n_leaves_013,n_active_leaves_013,n_inactive_leaves_013,height_013,total_observed_weight_013,n_nodes_014,n_branches_014,n_leaves_014,n_active_leaves_014,n_inactive_leaves_014,height_014,total_observed_weight_014,n_nodes_015,n_branches_015,n_leaves_015,n_active_leaves_015,n_inactive_leaves_015,height_015,total_observed_weight_015,n_nodes_016,n_branches_016,n_leaves_016,n_active_leaves_016,n_inactive_leaves_016,height_016,total_observed_weight_016,n_nodes_017,n_branches_017,n_leaves_017,n_active_leaves_017,n_inactive_leaves_017,height_017,total_observed_weight_017,n_nodes_018,n_branches_018,n_leaves_018,n_active_leaves_018,n_inactive_leaves_018,height_018,total_observed_weight_018,n_nodes_019,n_branches_019,n_leaves_019,n_active_leaves_019,n_inactive_leaves_019,height_019,total_observed_weight_019
100,3,1,2,2,0,2,50.0,1.0,0.0,1.0,1,0,1.0,47.0,1,0,1,1,0,1,45.0,1,0,1,1,0,1,56.0,1,0,1,1,0,1,46.0,3,1,2,2,0,2,59.0,3,1,2,2,0,2,54.0,1,0,1,1,0,1,40.0,1.0,0.0,1.0,1,0,1.0,47.0,1,0,1,1,0,1,51.0,1,0,1,1,0,1,53.0,1,0,1,1,0,1,46.0,1,0,1,1,0,1,49.0,1,0,1,1,0,1,47.0,1,0,1,1,0,1,47.0,1,0,1,1,0,1,60.0,1.0,0.0,1.0,1,0,1.0,45.0,3,1,2,2,0,2,51.0,1.0,0.0,1.0,1,0,1.0,47.0,1,0,1,1,0,1,59.0
200,3,1,2,2,0,2,92.0,3.0,1.0,2.0,2,0,2.0,104.0,1,0,1,1,0,1,93.0,1,0,1,1,0,1,113.0,3,1,2,2,0,2,100.0,3,1,2,2,0,2,111.0,3,1,2,2,0,2,109.0,1,0,1,1,0,1,88.0,3.0,1.0,2.0,2,0,2.0,97.0,3,1,2,2,0,2,106.0,3,1,2,2,0,2,51.0,1,0,1,1,0,1,97.0,3,1,2,2,0,2,107.0,3,1,2,2,0,2,99.0,3,1,2,2,0,2,96.0,3,1,2,2,0,2,105.0,3.0,1.0,2.0,2,0,2.0,100.0,3,1,2,2,0,2,110.0,3.0,1.0,2.0,2,0,2.0,101.0,3,1,2,2,0,2,114.0
300,3,1,2,2,0,2,144.0,3.0,1.0,2.0,2,0,2.0,164.0,1,0,1,1,0,1,23.0,1,0,1,1,0,1,23.0,3,1,2,2,0,2,57.0,3,1,2,2,0,2,164.0,3,1,2,2,0,2,162.0,1,0,1,1,0,1,131.0,3.0,1.0,2.0,2,0,2.0,144.0,3,1,2,2,0,2,159.0,3,1,2,2,0,2,97.0,1,0,1,1,0,1,156.0,3,1,2,2,0,2,159.0,5,2,3,3,0,3,158.0,3,1,2,2,0,2,148.0,3,1,2,2,0,2,154.0,3.0,1.0,2.0,2,0,2.0,61.0,5,2,3,3,0,3,160.0,3.0,1.0,2.0,2,0,2.0,145.0,3,1,2,2,0,2,162.0
400,3,1,2,2,0,2,192.0,1.0,0.0,1.0,1,0,1.0,8.0,3,1,2,2,0,2,73.0,3,1,2,2,0,2,79.0,3,1,2,2,0,2,107.0,3,1,2,2,0,2,87.0,3,1,2,2,0,2,216.0,1,0,1,1,0,1,9.0,3.0,1.0,2.0,2,0,2.0,192.0,1,0,1,1,0,1,78.0,3,1,2,2,0,2,148.0,3,1,2,2,0,2,71.0,5,2,3,3,0,3,213.0,3,1,2,2,0,2,110.0,3,1,2,2,0,2,90.0,1,0,1,1,0,1,10.0,3.0,1.0,2.0,2,0,2.0,122.0,5,2,3,3,0,3,218.0,3.0,1.0,2.0,2,0,2.0,67.0,1,0,1,1,0,1,73.0
500,5,2,3,3,0,3,243.0,1.0,0.0,1.0,1,0,1.0,54.0,3,1,2,2,0,2,124.0,3,1,2,2,0,2,126.0,3,1,2,2,0,2,154.0,3,1,2,2,0,2,134.0,7,3,4,4,0,3,258.0,1,0,1,1,0,1,53.0,3.0,1.0,2.0,2,0,2.0,58.0,3,1,2,2,0,2,125.0,3,1,2,2,0,2,196.0,3,1,2,2,0,2,119.0,5,2,3,3,0,3,259.0,3,1,2,2,0,2,160.0,3,1,2,2,0,2,141.0,3,1,2,2,0,2,58.0,3.0,1.0,2.0,2,0,2.0,171.0,3,1,2,2,0,2,139.0,3.0,1.0,2.0,2,0,2.0,113.0,3,1,2,2,0,2,120.0
600,3,1,2,2,0,2,52.0,3.0,1.0,2.0,2,0,2.0,105.0,3,1,2,2,0,2,175.0,3,1,2,2,0,2,175.0,5,2,3,3,0,3,208.0,3,1,2,2,0,2,177.0,3,1,2,2,0,2,114.0,1,0,1,1,0,1,111.0,3.0,1.0,2.0,2,0,2.0,111.0,3,1,2,2,0,2,168.0,3,1,2,2,0,2,245.0,3,1,2,2,0,2,168.0,1,0,1,1,0,1,44.0,3,1,2,2,0,2,206.0,5,2,3,3,0,3,193.0,3,1,2,2,0,2,110.0,3.0,1.0,2.0,2,0,2.0,219.0,3,1,2,2,0,2,185.0,3.0,1.0,2.0,2,0,2.0,166.0,3,1,2,2,0,2,174.0
700,3,1,2,2,0,2,111.0,3.0,1.0,2.0,2,0,2.0,154.0,3,1,2,2,0,2,218.0,3,1,2,2,0,2,224.0,5,2,3,3,0,3,255.0,3,1,2,2,0,2,232.0,3,1,2,2,0,2,161.0,3,1,2,2,0,2,156.0,5.0,2.0,3.0,3,0,3.0,165.0,3,1,2,2,0,2,216.0,3,1,2,2,0,2,295.0,3,1,2,2,0,2,219.0,3,1,2,2,0,2,96.0,3,1,2,2,0,2,253.0,5,2,3,3,0,3,239.0,3,1,2,2,0,2,163.0,3.0,1.0,2.0,2,0,2.0,276.0,3,1,2,2,0,2,231.0,5.0,2.0,3.0,3,0,3.0,223.0,3,1,2,2,0,2,224.0
800,3,1,2,2,0,2,163.0,3.0,1.0,2.0,2,0,2.0,209.0,1,0,1,1,0,1,14.0,1,0,1,1,0,1,29.0,5,2,3,3,0,3,300.0,5,2,3,3,0,3,273.0,3,1,2,2,0,2,208.0,1,0,1,1,0,1,24.0,,,,0,0,,0.0,3,1,2,2,0,2,274.0,1,0,1,1,0,1,65.0,5,2,3,3,0,3,269.0,3,1,2,2,0,2,139.0,5,2,3,3,0,3,302.0,5,2,3,3,0,3,286.0,3,1,2,2,0,2,212.0,1.0,0.0,1.0,1,0,1.0,28.0,7,3,4,4,0,3,283.0,5.0,2.0,3.0,3,0,3.0,279.0,3,1,2,2,0,2,85.0
900,3,1,2,2,0,2,215.0,3.0,1.0,2.0,2,0,2.0,52.0,3,1,2,2,0,2,65.0,3,1,2,2,0,2,77.0,5,2,3,3,0,3,357.0,5,2,3,3,0,3,317.0,3,1,2,2,0,2,252.0,3,1,2,2,0,2,68.0,3.0,1.0,2.0,2,0,2.0,53.0,1,0,1,1,0,1,19.0,1,0,1,1,0,1,110.0,5,2,3,3,0,3,323.0,3,1,2,2,0,2,187.0,7,3,4,4,0,3,350.0,1,0,1,1,0,1,93.0,1,0,1,1,0,1,35.0,3.0,1.0,2.0,2,0,2.0,70.0,7,3,4,4,0,3,335.0,1.0,0.0,1.0,1,0,1.0,16.0,3,1,2,2,0,2,136.0
1000,3,1,2,2,0,2,267.0,3.0,1.0,2.0,2,0,2.0,107.0,3,1,2,2,0,2,120.0,3,1,2,2,0,2,127.0,5,2,3,3,0,3,406.0,1,0,1,1,0,1,3.0,1,0,1,1,0,1,24.0,3,1,2,2,0,2,113.0,1.0,0.0,1.0,1,0,1.0,4.0,1,0,1,1,0,1,23.0,3,1,2,2,0,2,54.0,1,0,1,1,0,1,46.0,5,2,3,3,0,3,243.0,7,3,4,4,0,3,401.0,3,1,2,2,0,2,145.0,3,1,2,2,0,2,85.0,3.0,1.0,2.0,2,0,2.0,122.0,1,0,1,1,0,1,34.0,3.0,1.0,2.0,2,0,2.0,64.0,3,1,2,2,0,2,184.0
1100,1,0,1,1,0,1,34.0,3.0,1.0,2.0,2,0,2.0,164.0,3,1,2,2,0,2,170.0,3,1,2,2,0,2,182.0,5,2,3,3,0,3,165.0,1,0,1,1,0,1,53.0,1,0,1,1,0,1,76.0,3,1,2,2,0,2,173.0,3.0,1.0,2.0,2,0,2.0,55.0,3,1,2,2,0,2,71.0,3,1,2,2,0,2,104.0,3,1,2,2,0,2,96.0,1,0,1,1,0,1,32.0,7,3,4,4,0,3,452.0,3,1,2,2,0,2,188.0,3,1,2,2,0,2,135.0,3.0,1.0,2.0,2,0,2.0,178.0,3,1,2,2,0,2,80.0,3.0,1.0,2.0,2,0,2.0,110.0,5,2,3,3,0,3,239.0
1200,3,1,2,2,0,2,82.0,7.0,3.0,4.0,4,0,3.0,216.0,3,1,2,2,0,2,216.0,5,2,3,3,0,3,228.0,5,2,3,3,0,3,218.0,1,0,1,1,0,1,89.0,3,1,2,2,0,2,121.0,5,2,3,3,0,3,227.0,3.0,1.0,2.0,2,0,2.0,59.0,3,1,2,2,0,2,115.0,3,1,2,2,0,2,155.0,3,1,2,2,0,2,144.0,3,1,2,2,0,2,90.0,3,1,2,2,0,2,59.0,1,0,1,1,0,1,8.0,3,1,2,2,0,2,184.0,3.0,1.0,2.0,2,0,2.0,226.0,3,1,2,2,0,2,136.0,3.0,1.0,2.0,2,0,2.0,167.0,5,2,3,3,0,3,291.0
1300,3,1,2,2,0,2,136.0,3.0,1.0,2.0,2,0,2.0,50.0,5,2,3,3,0,3,260.0,1,0,1,1,0,1,36.0,5,2,3,3,0,3,268.0,3,1,2,2,0,2,146.0,3,1,2,2,0,2,166.0,1,0,1,1,0,1,17.0,3.0,1.0,2.0,2,0,2.0,110.0,3,1,2,2,0,2,161.0,3,1,2,2,0,2,211.0,3,1,2,2,0,2,199.0,5,2,3,3,0,3,148.0,3,1,2,2,0,2,112.0,3,1,2,2,0,2,64.0,1,0,1,1,0,1,46.0,3.0,1.0,2.0,2,0,2.0,110.0,3,1,2,2,0,2,188.0,1.0,0.0,1.0,1,0,1.0,25.0,5,2,3,3,0,3,329.0
1400,5,2,3,3,0,3,187.0,3.0,1.0,2.0,2,0,2.0,93.0,1,0,1,1,0,1,92.0,3,1,2,2,0,2,86.0,7,3,4,4,0,3,312.0,5,2,3,3,0,3,123.0,3,1,2,2,0,2,218.0,3,1,2,2,0,2,60.0,3.0,1.0,2.0,2,0,2.0,156.0,7,3,4,4,0,3,217.0,7,3,4,4,0,3,259.0,5,2,3,3,0,3,247.0,5,2,3,3,0,3,192.0,5,2,3,3,0,3,153.0,3,1,2,2,0,2,120.0,3,1,2,2,0,2,89.0,3.0,1.0,2.0,2,0,2.0,164.0,3,1,2,2,0,2,157.0,1.0,0.0,1.0,1,0,1.0,61.0,1,0,1,1,0,1,56.0
1500,5,2,3,3,0,3,233.0,3.0,1.0,2.0,2,0,2.0,144.0,1,0,1,1,0,1,137.0,3,1,2,2,0,2,139.0,7,3,4,4,0,3,350.0,5,2,3,3,0,3,166.0,3,1,2,2,0,2,174.0,3,1,2,2,0,2,116.0,5.0,2.0,3.0,3,0,3.0,203.0,7,3,4,4,0,3,231.0,7,3,4,4,0,3,306.0,3,1,2,2,0,2,190.0,5,2,3,3,0,3,244.0,5,2,3,3,0,3,204.0,3,1,2,2,0,2,168.0,3,1,2,2,0,2,153.0,3.0,1.0,2.0,2,0,2.0,215.0,5,2,3,3,0,3,205.0,3.0,1.0,2.0,2,0,2.0,109.0,1,0,1,1,0,1,103.0
1600,5,2,3,3,0,3,293.0,3.0,1.0,2.0,2,0,2.0,193.0,3,1,2,2,0,2,84.0,5,2,3,3,0,3,189.0,7,3,4,4,0,3,400.0,5,2,3,3,0,3,206.0,3,1,2,2,0,2,224.0,3,1,2,2,0,2,165.0,7.0,3.0,4.0,4,0,3.0,252.0,7,3,4,4,0,3,281.0,3,1,2,2,0,2,228.0,5,2,3,3,0,3,242.0,9,4,5,5,0,4,293.0,5,2,3,3,0,3,245.0,3,1,2,2,0,2,222.0,3,1,2,2,0,2,204.0,3.0,1.0,2.0,2,0,2.0,264.0,5,2,3,3,0,3,250.0,3.0,1.0,2.0,2,0,2.0,160.0,3,1,2,2,0,2,161.0
1700,1,0,1,1,0,1,22.0,3.0,1.0,2.0,2,0,2.0,242.0,3,1,2,2,0,2,128.0,1,0,1,1,0,1,41.0,7,3,4,4,0,3,454.0,7,3,4,4,0,3,250.0,3,1,2,2,0,2,271.0,1,0,1,1,0,1,16.0,1.0,0.0,1.0,1,0,1.0,16.0,7,3,4,4,0,3,331.0,3,1,2,2,0,2,275.0,7,3,4,4,0,3,292.0,1,0,1,1,0,1,19.0,7,3,4,4,0,3,292.0,1,0,1,1,0,1,17.0,1,0,1,1,0,1,20.0,1.0,0.0,1.0,1,0,1.0,1.0,5,2,3,3,0,3,303.0,1.0,0.0,1.0,1,0,1.0,33.0,5,2,3,3,0,3,128.0
1800,3,1,2,2,0,2,83.0,3.0,1.0,2.0,2,0,2.0,240.0,3,1,2,2,0,2,171.0,3,1,2,2,0,2,92.0,7,3,4,4,0,3,502.0,9,4,5,5,0,4,297.0,5,2,3,3,0,3,315.0,1,0,1,1,0,1,68.0,1.0,0.0,1.0,1,0,1.0,61.0,7,3,4,4,0,3,380.0,3,1,2,2,0,2,316.0,7,3,4,4,0,3,336.0,3,1,2,2,0,2,67.0,7,3,4,4,0,3,334.0,3,1,2,2,0,2,64.0,3,1,2,2,0,2,78.0,1.0,0.0,1.0,1,0,1.0,51.0,7,3,4,4,0,3,351.0,1.0,0.0,1.0,1,0,1.0,93.0,5,2,3,3,0,3,181.0
1900,3,1,2,2,0,2,134.0,3.0,1.0,2.0,2,0,2.0,286.0,3,1,2,2,0,2,216.0,3,1,2,2,0,2,144.0,7,3,4,4,0,3,545.0,9,4,5,5,0,4,354.0,5,2,3,3,0,3,365.0,3,1,2,2,0,2,115.0,1.0,0.0,1.0,1,0,1.0,115.0,7,3,4,4,0,3,433.0,3,1,2,2,0,2,369.0,7,3,4,4,0,3,389.0,3,1,2,2,0,2,114.0,7,3,4,4,0,3,378.0,3,1,2,2,0,2,108.0,3,1,2,2,0,2,122.0,1.0,0.0,1.0,1,0,1.0,99.0,7,3,4,4,0,3,397.0,1.0,0.0,1.0,1,0,1.0,19.0,5,2,3,3,0,3,232.0
2000,3,1,2,2,0,2,181.0,5.0,2.0,3.0,3,0,3.0,338.0,7,3,4,4,0,3,268.0,5,2,3,3,0,3,194.0,7,3,4,4,0,3,593.0,9,4,5,5,0,4,397.0,5,2,3,3,0,3,417.0,3,1,2,2,0,2,168.0,1.0,0.0,1.0,1,0,1.0,172.0,7,3,4,4,0,3,479.0,3,1,2,2,0,2,421.0,7,3,4,4,0,3,441.0,5,2,3,3,0,3,173.0,7,3,4,4,0,3,423.0,3,1,2,2,0,2,163.0,3,1,2,2,0,2,176.0,3.0,1.0,2.0,2,0,2.0,154.0,9,4,5,5,0,4,447.0,1.0,0.0,1.0,1,0,1.0,65.0,5,2,3,3,0,3,284.0
