,n_nodes_000,n_branches_000,n_leaves_000,n_active_leaves_000,n_inactive_leaves_000,height_000,total_observed_weight_000,n_nodes_001,n_branches_001,n_leaves_001,n_active_leaves_001,n_inactive_leaves_001,height_001,total_observed_weight_001,n_nodes_002,n_branches_002,n_leaves_002,n_active_leaves_002,n_inactive_leaves_002,height_002,total_observed_weight_002,n_nodes_003,n_branches_003,n_leaves_003,n_active_leaves_003,n_inactive_leaves_003,height_003,total_observed_weight_003,n_nodes_004,n_branches_004,n_leaves_004,n_active_leaves_004,n_inactive_leaves_004,height_004,total_observed_weight_004,n_nodes_005,n_branches_005,n_leaves_005,n_active_leaves_005,n_inactive_leaves_005,height_005,total_observed_weight_005,n_nodes_006,n_branches_006,n_leaves_006,n_active_leaves_006,n_inactive_leaves_006,height_006,total_observed_weight_006,n_nodes_007,n_branches_007,n_leaves_007,n_active_leaves_007,n_inactive_leaves_007,height_007,total_observed_weight_007,n_nodes_008,n_branches_008,n_leaves_008,n_active_leaves_008,n_inactive_leaves_008,height_008,total_observed_weight_008,n_nodes_009,n_branches_009,n_leaves_009,n_active_leaves_009,n_inactive_leaves_009,height_009,total_observed_weight_009,n_nodes_010,n_branches_010,n_leaves_010,n_active_leaves_010,n_inactive_leaves_010,height_010,total_observed_weight_010,n_nodes_011,n_branches_011,n_leaves_011,n_active_leaves_011,n_inactive_leaves_011,height_011,total_observed_weight_011,n_nodes_012,n_branches_012,n_leaves_012,n_active_leaves_012,n_inactive_leaves_012,height_012,total_observed_weight_012,n_nodes_013,n_branches_013,n_leaves_013,n_active_leaves_013,n_inactive_leaves_013,height_013,total_observed_weight_013,n_nodes_014,n_branches_014,n_leaves_014,n_active_leaves_014,n_inactive_leaves_014,height_014,total_observed_weight_014,n_nodes_015,n_branches_015,n_leaves_015,n_active_leaves_015,n_inactive_leaves_015,height_015,total_observed_weight_015,n_nodes_016,n_branches_016,n_leaves_016,n_active_leaves_016,n_inactive_leaves_016,height_016,total_observed_weight_016,n_nodes_017,n_branches_017,n_leaves_017,n_active_leaves_017,n_inactive_leaves_017,height_017,total_observed_weight_017,n_nodes_018,n_branches_018,n_leaves_018,n_active_leaves_018,n_inactive_leaves_018,height_018,total_observed_weight_018,n_nodes_019,n_branches_019,n_leaves_019,n_active_leaves_019,n_inactive_leaves_019,height_019,total_observed_weight_019
100,3,1,2,2,0,2,53.0,1.0,0.0,1.0,1,0,1.0,50.0,1.0,0.0,1.0,1,0,1.0,42.0,3,1,2,2,0,2,50.0,1.0,0.0,1.0,1,0,1.0,52.0,1,0,1,1,0,1,52.0,1,0,1,1,0,1,46.0,3,1,2,2,0,2,53.0,1,0,1,1,0,1,46.0,1,0,1,1,0,1,45.0,3.0,1.0,2.0,2,0,2.0,51.0,1.0,0.0,1.0,1,0,1.0,46.0,1,0,1,1,0,1,48.0,1,0,1,1,0,1,49.0,1,0,1,1,0,1,61.0,1.0,0.0,1.0,1,0,1.0,51.0,1,0,1,1,0,1,53.0,3.0,1.0,2.0,2,0,2.0,55.0,3,1,2,2,0,2,52.0,3,1,2,2,0,2,50.0
200,3,1,2,2,0,2,101.0,3.0,1.0,2.0,2,0,2.0,103.0,3.0,1.0,2.0,2,0,2.0,103.0,3,1,2,2,0,2,102.0,3.0,1.0,2.0,2,0,2.0,104.0,1,0,1,1,0,1,104.0,1,0,1,1,0,1,97.0,3,1,2,2,0,2,101.0,1,0,1,1,0,1,96.0,3,1,2,2,0,2,102.0,3.0,1.0,2.0,2,0,2.0,98.0,3.0,1.0,2.0,2,0,2.0,97.0,1,0,1,1,0,1,96.0,1,0,1,1,0,1,93.0,1,0,1,1,0,1,111.0,3.0,1.0,2.0,2,0,2.0,104.0,1,0,1,1,0,1,105.0,3.0,1.0,2.0,2,0,2.0,105.0,3,1,2,2,0,2,101.0,3,1,2,2,0,2,93.0
300,3,1,2,2,0,2,153.0,3.0,1.0,2.0,2,0,2.0,158.0,3.0,1.0,2.0,2,0,2.0,146.0,1,0,1,1,0,1,96.0,1.0,0.0,1.0,1,0,1.0,45.0,1,0,1,1,0,1,146.0,3,1,2,2,0,2,147.0,5,2,3,3,0,3,157.0,3,1,2,2,0,2,143.0,3,1,2,2,0,2,157.0,5.0,2.0,3.0,3,0,3.0,148.0,3.0,1.0,2.0,2,0,2.0,137.0,1,0,1,1,0,1,143.0,3,1,2,2,0,2,144.0,3,1,2,2,0,2,170.0,3.0,1.0,2.0,2,0,2.0,156.0,1,0,1,1,0,1,19.0,3.0,1.0,2.0,2,0,2.0,155.0,3,1,2,2,0,2,148.0,3,1,2,2,0,2,132.0
400,3,1,2,2,0,2,197.0,3.0,1.0,2.0,2,0,2.0,72.0,5.0,2.0,3.0,3,0,3.0,198.0,1,0,1,1,0,1,144.0,1.0,0.0,1.0,1,0,1.0,97.0,1,0,1,1,0,1,76.0,3,1,2,2,0,2,69.0,1,0,1,1,0,1,9.0,1,0,1,1,0,1,4.0,5,2,3,3,0,3,208.0,7.0,3.0,4.0,4,0,3.0,198.0,3.0,1.0,2.0,2,0,2.0,188.0,1,0,1,1,0,1,11.0,1,0,1,1,0,1,5.0,3,1,2,2,0,2,76.0,1.0,0.0,1.0,1,0,1.0,74.0,3,1,2,2,0,2,63.0,5.0,2.0,3.0,3,0,3.0,202.0,3,1,2,2,0,2,195.0,3,1,2,2,0,2,178.0
500,3,1,2,2,0,2,252.0,3.0,1.0,2.0,2,0,2.0,125.0,5.0,2.0,3.0,3,0,3.0,253.0,3,1,2,2,0,2,202.0,3.0,1.0,2.0,2,0,2.0,153.0,1,0,1,1,0,1,120.0,3,1,2,2,0,2,117.0,1,0,1,1,0,1,57.0,1,0,1,1,0,1,46.0,1,0,1,1,0,1,64.0,7.0,3.0,4.0,4,0,3.0,255.0,7.0,3.0,4.0,4,0,3.0,235.0,1,0,1,1,0,1,70.0,1,0,1,1,0,1,58.0,3,1,2,2,0,2,115.0,1.0,0.0,1.0,1,0,1.0,112.0,3,1,2,2,0,2,116.0,1.0,0.0,1.0,1,0,1.0,94.0,3,1,2,2,0,2,246.0,3,1,2,2,0,2,227.0
600,3,1,2,2,0,2,102.0,3.0,1.0,2.0,2,0,2.0,174.0,1.0,0.0,1.0,1,0,1.0,91.0,1,0,1,1,0,1,45.0,3.0,1.0,2.0,2,0,2.0,192.0,3,1,2,2,0,2,171.0,3,1,2,2,0,2,173.0,3,1,2,2,0,2,106.0,3,1,2,2,0,2,93.0,1,0,1,1,0,1,112.0,7.0,3.0,4.0,4,0,3.0,301.0,3.0,1.0,2.0,2,0,2.0,68.0,3,1,2,2,0,2,121.0,3,1,2,2,0,2,110.0,3,1,2,2,0,2,158.0,3.0,1.0,2.0,2,0,2.0,158.0,3,1,2,2,0,2,157.0,3.0,1.0,2.0,2,0,2.0,144.0,3,1,2,2,0,2,91.0,1,0,1,1,0,1,47.0
700,3,1,2,2,0,2,148.0,7.0,3.0,4.0,4,0,3.0,220.0,3.0,1.0,2.0,2,0,2.0,150.0,3,1,2,2,0,2,81.0,3.0,1.0,2.0,2,0,2.0,238.0,3,1,2,2,0,2,233.0,3,1,2,2,0,2,226.0,3,1,2,2,0,2,161.0,3,1,2,2,0,2,140.0,3,1,2,2,0,2,162.0,9.0,4.0,5.0,5,0,4.0,355.0,3.0,1.0,2.0,2,0,2.0,124.0,3,1,2,2,0,2,164.0,3,1,2,2,0,2,159.0,3,1,2,2,0,2,209.0,1.0,0.0,1.0,1,0,1.0,31.0,3,1,2,2,0,2,217.0,1.0,0.0,1.0,1,0,1.0,11.0,3,1,2,2,0,2,141.0,3,1,2,2,0,2,97.0
800,3,1,2,2,0,2,198.0,7.0,3.0,4.0,4,0,3.0,267.0,3.0,1.0,2.0,2,0,2.0,201.0,3,1,2,2,0,2,130.0,1.0,0.0,1.0,1,0,1.0,117.0,1,0,1,1,0,1,15.0,7,3,4,4,0,3,266.0,3,1,2,2,0,2,211.0,5,2,3,3,0,3,189.0,1,0,1,1,0,1,18.0,3.0,1.0,2.0,2,0,2.0,140.0,3.0,1.0,2.0,2,0,2.0,176.0,3,1,2,2,0,2,213.0,3,1,2,2,0,2,202.0,3,1,2,2,0,2,257.0,1.0,0.0,1.0,1,0,1.0,76.0,3,1,2,2,0,2,144.0,3.0,1.0,2.0,2,0,2.0,61.0,3,1,2,2,0,2,199.0,3,1,2,2,0,2,146.0
900,3,1,2,2,0,2,251.0,1.0,0.0,1.0,1,0,1.0,26.0,1.0,0.0,1.0,1,0,1.0,18.0,3,1,2,2,0,2,178.0,1.0,0.0,1.0,1,0,1.0,178.0,1,0,1,1,0,1,67.0,1,0,1,1,0,1,15.0,1,0,1,1,0,1,53.0,1,0,1,1,0,1,46.0,3,1,2,2,0,2,63.0,5.0,2.0,3.0,3,0,3.0,195.0,3.0,1.0,2.0,2,0,2.0,226.0,1,0,1,1,0,1,62.0,1,0,1,1,0,1,40.0,5,2,3,3,0,3,304.0,3.0,1.0,2.0,2,0,2.0,120.0,5,2,3,3,0,3,198.0,3.0,1.0,2.0,2,0,2.0,112.0,3,1,2,2,0,2,251.0,5,2,3,3,0,3,196.0
1000,5,2,3,3,0,3,303.0,3.0,1.0,2.0,2,0,2.0,73.0,3.0,1.0,2.0,2,0,2.0,71.0,7,3,4,4,0,3,226.0,3.0,1.0,2.0,2,0,2.0,88.0,3,1,2,2,0,2,120.0,3,1,2,2,0,2,68.0,3,1,2,2,0,2,111.0,3,1,2,2,0,2,96.0,3,1,2,2,0,2,117.0,7.0,3.0,4.0,4,0,3.0,251.0,3.0,1.0,2.0,2,0,2.0,272.0,1,0,1,1,0,1,99.0,3,1,2,2,0,2,94.0,5,2,3,3,0,3,360.0,3.0,1.0,2.0,2,0,2.0,179.0,5,2,3,3,0,3,249.0,3.0,1.0,2.0,2,0,2.0,158.0,3,1,2,2,0,2,306.0,1,0,1,1,0,1,19.0
