,n_nodes_000,n_branches_000,n_leaves_000,n_active_leaves_000,n_inactive_leaves_000,height_000,total_observed_weight_000,n_nodes_001,n_branches_001,n_leaves_001,n_active_leaves_001,n_inactive_leaves_001,height_001,total_observed_weight_001,n_nodes_002,n_branches_002,n_leaves_002,n_active_leaves_002,n_inactive_leaves_002,height_002,total_observed_weight_002,n_nodes_003,n_branches_003,n_leaves_003,n_active_leaves_003,n_inactive_leaves_003,height_003,total_observed_weight_003,n_nodes_004,n_branches_004,n_leaves_004,n_active_leaves_004,n_inactive_leaves_004,height_004,total_observed_weight_004,n_nodes_005,n_branches_005,n_leaves_005,n_active_leaves_005,n_inactive_leaves_005,height_005,total_observed_weight_005,n_nodes_006,n_branches_006,n_leaves_006,n_active_leaves_006,n_inactive_leaves_006,height_006,total_observed_weight_006,n_nodes_007,n_branches_007,n_leaves_007,n_active_leaves_007,n_inactive_leaves_007,height_007,total_observed_weight_007,n_nodes_008,n_branches_008,n_leaves_008,n_active_leaves_008,n_inactive_leaves_008,height_008,total_observed_weight_008,n_nodes_009,n_branches_009,n_leaves_009,n_active_leaves_009,n_inactive_leaves_009,height_009,total_observed_weight_009,n_nodes_010,n_branches_010,n_leaves_010,n_active_leaves_010,n_inactive_leaves_010,height_010,total_observed_weight_010,n_nodes_011,n_branches_011,n_leaves_011,n_active_leaves_011,n_inactive_leaves_011,height_011,total_observed_weight_011,n_nodes_012,n_branches_012,n_leaves_012,n_active_leaves_012,n_inactive_leaves_012,height_012,total_observed_weight_012,n_nodes_013,n_branches_013,n_leaves_013,n_active_leaves_013,n_inactive_leaves_013,height_013,total_observed_weight_013,n_nodes_014,n_branches_014,n_leaves_014,n_active_leaves_014,n_inactive_leaves_014,height_014,total_observed_weight_014,n_nodes_015,n_branches_015,n_leaves_015,n_active_leaves_015,n_inactive_leaves_015,height_015,total_observed_weight_015,n_nodes_016,n_branches_016,n_leaves_016,n_active_leaves_016,n_inactive_leaves_016,height_016,total_observed_weight_016,n_nodes_017,n_branches_017,n_leaves_017,n_active_leaves_017,n_inactive_leaves_017,height_017,total_observed_weight_017,n_nodes_018,n_branches_018,n_leaves_018,n_active_leaves_018,n_inactive_leaves_018,height_018,total_observed_weight_018,n_nodes_019,n_branches_019,n_leaves_019,n_active_leaves_019,n_inactive_leaves_019,height_019,total_observed_weight_019
100,1,0,1,1,0,1,52.0,1,0,1,1,0,1,43.0,1,0,1,1,0,1,43.0,1,0,1,1,0,1,51.0,1,0,1,1,0,1,45.0,3,1,2,2,0,2,51.0,1,0,1,1,0,1,44.0,3,1,2,2,0,2,55.0,1,0,1,1,0,1,46.0,3,1,2,2,0,2,51.0,1,0,1,1,0,1,59.0,3,1,2,2,0,2,54.0,1,0,1,1,0,1,44.0,3,1,2,2,0,2,55.0,1,0,1,1,0,1,46.0,3,1,2,2,0,2,50.0,3,1,2,2,0,2,55.0,3,1,2,2,0,2,50.0,1,0,1,1,0,1,48.0,3,1,2,2,0,2,50.0
200,3,1,2,2,0,2,109.0,3,1,2,2,0,2,97.0,3,1,2,2,0,2,88.0,3,1,2,2,0,2,102.0,3,1,2,2,0,2,99.0,3,1,2,2,0,2,102.0,1,0,1,1,0,1,94.0,3,1,2,2,0,2,105.0,3,1,2,2,0,2,90.0,3,1,2,2,0,2,103.0,3,1,2,2,0,2,110.0,3,1,2,2,0,2,107.0,3,1,2,2,0,2,88.0,3,1,2,2,0,2,101.0,3,1,2,2,0,2,92.0,3,1,2,2,0,2,106.0,3,1,2,2,0,2,104.0,3,1,2,2,0,2,94.0,3,1,2,2,0,2,92.0,3,1,2,2,0,2,92.0
300,3,1,2,2,0,2,153.0,3,1,2,2,0,2,157.0,3,1,2,2,0,2,137.0,3,1,2,2,0,2,149.0,3,1,2,2,0,2,152.0,5,2,3,3,0,3,144.0,3,1,2,2,0,2,141.0,3,1,2,2,0,2,152.0,3,1,2,2,0,2,137.0,3,1,2,2,0,2,154.0,3,1,2,2,0,2,156.0,5,2,3,3,0,3,160.0,3,1,2,2,0,2,134.0,3,1,2,2,0,2,155.0,3,1,2,2,0,2,144.0,5,2,3,3,0,3,153.0,3,1,2,2,0,2,153.0,3,1,2,2,0,2,149.0,5,2,3,3,0,3,148.0,3,1,2,2,0,2,140.0
400,3,1,2,2,0,2,208.0,5,2,3,3,0,3,209.0,3,1,2,2,0,2,190.0,3,1,2,2,0,2,198.0,5,2,3,3,0,3,202.0,5,2,3,3,0,3,196.0,3,1,2,2,0,2,200.0,5,2,3,3,0,3,202.0,5,2,3,3,0,3,187.0,5,2,3,3,0,3,202.0,3,1,2,2,0,2,209.0,7,3,4,4,0,3,209.0,3,1,2,2,0,2,181.0,3,1,2,2,0,2,203.0,3,1,2,2,0,2,196.0,5,2,3,3,0,3,205.0,5,2,3,3,0,3,203.0,5,2,3,3,0,3,204.0,5,2,3,3,0,3,194.0,5,2,3,3,0,3,188.0
500,5,2,3,3,0,3,251.0,5,2,3,3,0,3,256.0,5,2,3,3,0,3,246.0,3,1,2,2,0,2,238.0,5,2,3,3,0,3,259.0,5,2,3,3,0,3,248.0,5,2,3,3,0,3,251.0,5,2,3,3,0,3,254.0,5,2,3,3,0,3,233.0,5,2,3,3,0,3,250.0,5,2,3,3,0,3,257.0,7,3,4,4,0,3,263.0,7,3,4,4,0,3,235.0,5,2,3,3,0,3,249.0,5,2,3,3,0,3,235.0,5,2,3,3,0,3,246.0,5,2,3,3,0,3,256.0,5,2,3,3,0,3,253.0,5,2,3,3,0,3,249.0,5,2,3,3,0,3,235.0
600,5,2,3,3,0,3,311.0,5,2,3,3,0,3,309.0,5,2,3,3,0,3,296.0,3,1,2,2,0,2,285.0,5,2,3,3,0,3,307.0,9,4,5,5,0,4,297.0,5,2,3,3,0,3,300.0,5,2,3,3,0,3,304.0,5,2,3,3,0,3,289.0,5,2,3,3,0,3,300.0,5,2,3,3,0,3,301.0,7,3,4,4,0,3,307.0,7,3,4,4,0,3,279.0,5,2,3,3,0,3,297.0,5,2,3,3,0,3,289.0,5,2,3,3,0,3,295.0,7,3,4,4,0,3,316.0,5,2,3,3,0,3,299.0,7,3,4,4,0,3,298.0,5,2,3,3,0,3,286.0
700,5,2,3,3,0,3,359.0,9,4,5,5,0,4,359.0,5,2,3,3,0,3,344.0,3,1,2,2,0,2,323.0,5,2,3,3,0,3,363.0,9,4,5,5,0,4,345.0,7,3,4,4,0,3,358.0,5,2,3,3,0,3,349.0,5,2,3,3,0,3,337.0,7,3,4,4,0,4,357.0,7,3,4,4,0,3,346.0,7,3,4,4,0,3,356.0,7,3,4,4,0,3,328.0,7,3,4,4,0,3,345.0,5,2,3,3,0,3,337.0,7,3,4,4,0,4,349.0,7,3,4,4,0,3,370.0,5,2,3,3,0,3,354.0,7,3,4,4,0,3,354.0,5,2,3,3,0,3,340.0
800,5,2,3,3,0,3,395.0,9,4,5,5,0,4,409.0,5,2,3,3,0,3,387.0,5,2,3,3,0,3,370.0,5,2,3,3,0,3,415.0,9,4,5,5,0,4,391.0,9,4,5,5,0,4,406.0,5,2,3,3,0,3,394.0,5,2,3,3,0,3,389.0,7,3,4,4,0,4,403.0,7,3,4,4,0,3,394.0,9,4,5,5,0,4,404.0,9,4,5,5,0,4,384.0,7,3,4,4,0,3,401.0,7,3,4,4,0,3,378.0,7,3,4,4,0,4,400.0,7,3,4,4,0,3,419.0,5,2,3,3,0,3,401.0,7,3,4,4,0,3,410.0,7,3,4,4,0,4,382.0
900,5,2,3,3,0,3,446.0,9,4,5,5,0,4,455.0,5,2,3,3,0,3,446.0,7,3,4,4,0,3,417.0,7,3,4,4,0,4,471.0,11,5,6,6,0,4,437.0,9,4,5,5,0,4,459.0,5,2,3,3,0,3,438.0,5,2,3,3,0,3,429.0,7,3,4,4,0,4,457.0,7,3,4,4,0,3,437.0,11,5,6,6,0,4,457.0,9,4,5,5,0,4,433.0,7,3,4,4,0,3,452.0,7,3,4,4,0,3,423.0,7,3,4,4,0,4,448.0,9,4,5,5,0,4,470.0,5,2,3,3,0,3,451.0,7,3,4,4,0,3,470.0,9,4,5,5,0,4,441.0
1000,5,2,3,3,0,3,496.0,9,4,5,5,0,4,505.0,5,2,3,3,0,3,494.0,7,3,4,4,0,3,467.0,7,3,4,4,0,4,520.0,11,5,6,6,0,4,483.0,9,4,5,5,0,4,513.0,5,2,3,3,0,3,482.0,5,2,3,3,0,3,476.0,7,3,4,4,0,4,506.0,7,3,4,4,0,3,484.0,11,5,6,6,0,4,508.0,9,4,5,5,0,4,486.0,9,4,5,5,0,4,495.0,7,3,4,4,0,3,474.0,11,5,6,6,0,5,494.0,9,4,5,5,0,4,525.0,7,3,4,4,0,3,493.0,9,4,5,5,0,4,518.0,9,4,5,5,0,4,502.0
