,n_nodes_000,n_branches_000,n_leaves_000,n_active_leaves_000,n_inactive_leaves_000,height_000,total_observed_weight_000,n_nodes_001,n_branches_001,n_leaves_001,n_active_leaves_001,n_inactive_leaves_001,height_001,total_observed_weight_001,n_nodes_002,n_branches_002,n_leaves_002,n_active_leaves_002,n_inactive_leaves_002,height_002,total_observed_weight_002,n_nodes_003,n_branches_003,n_leaves_003,n_active_leaves_003,n_inactive_leaves_003,height_003,total_observed_weight_003,n_nodes_004,n_branches_004,n_leaves_004,n_active_leaves_004,n_inactive_leaves_004,height_004,total_observed_weight_004,n_nodes_005,n_branches_005,n_leaves_005,n_active_leaves_005,n_inactive_leaves_005,height_005,total_observed_weight_005,n_nodes_006,n_branches_006,n_leaves_006,n_active_leaves_006,n_inactive_leaves_006,height_006,total_observed_weight_006,n_nodes_007,n_branches_007,n_leaves_007,n_active_leaves_007,n_inactive_leaves_007,height_007,total_observed_weight_007,n_nodes_008,n_branches_008,n_leaves_008,n_active_leaves_008,n_inactive_leaves_008,height_008,total_observed_weight_008,n_nodes_009,n_branches_009,n_leaves_009,n_active_leaves_009,n_inactive_leaves_009,height_009,total_observed_weight_009,n_nodes_010,n_branches_010,n_leaves_010,n_active_leaves_010,n_inactive_leaves_010,height_010,total_observed_weight_010,n_nodes_011,n_branches_011,n_leaves_011,n_active_leaves_011,n_inactive_leaves_011,height_011,total_observed_weight_011,n_nodes_012,n_branches_012,n_leaves_012,n_active_leaves_012,n_inactive_leaves_012,height_012,total_observed_weight_012,n_nodes_013,n_branches_013,n_leaves_013,n_active_leaves_013,n_inactive_leaves_013,height_013,total_observed_weight_013,n_nodes_014,n_branches_014,n_leaves_014,n_active_leaves_014,n_inactive_leaves_014,height_014,total_observed_weight_014,n_nodes_015,n_branches_015,n_leaves_015,n_active_leaves_015,n_inactive_leaves_015,height_015,total_observed_weight_015,n_nodes_016,n_branches_016,n_leaves_016,n_active_leaves_016,n_inactive_leaves_016,height_016,total_observed_weight_016,n_nodes_017,n_branches_017,n_leaves_017,n_active_leaves_017,n_inactive_leaves_017,height_017,total_observed_weight_017,n_nodes_018,n_branches_018,n_leaves_018,n_active_leaves_018,n_inactive_leaves_018,height_018,total_observed_weight_018,n_nodes_019,n_branches_019,n_leaves_019,n_active_leaves_019,n_inactive_leaves_019,height_019,total_observed_weight_019
100,3.0,1.0,2.0,2,0,2.0,51.0,1,0,1,1,0,1,58.0,1,0,1,1,0,1,44.0,1,0,1,1,0,1,59.0,3.0,1.0,2.0,2,0,2.0,53.0,1,0,1,1,0,1,49.0,1,0,1,1,0,1,55.0,1.0,0.0,1.0,1,0,1.0,55.0,1.0,0.0,1.0,1,0,1.0,49.0,1.0,0.0,1.0,1,0,1.0,46.0,1,0,1,1,0,1,45.0,1,0,1,1,0,1,40.0,3.0,1.0,2.0,2,0,2.0,50.0,1,0,1,1,0,1,45.0,1,0,1,1,0,1,46.0,3,1,2,2,0,2,53.0,3.0,1.0,2.0,2,0,2.0,57.0,3,1,2,2,0,2,53.0,3,1,2,2,0,2,56.0,1,0,1,1,0,1,49.0
200,3.0,1.0,2.0,2,0,2.0,103.0,1,0,1,1,0,1,105.0,3,1,2,2,0,2,93.0,3,1,2,2,0,2,105.0,3.0,1.0,2.0,2,0,2.0,101.0,1,0,1,1,0,1,92.0,1,0,1,1,0,1,114.0,3.0,1.0,2.0,2,0,2.0,103.0,3.0,1.0,2.0,2,0,2.0,104.0,3.0,1.0,2.0,2,0,2.0,101.0,3,1,2,2,0,2,105.0,3,1,2,2,0,2,96.0,3.0,1.0,2.0,2,0,2.0,114.0,1,0,1,1,0,1,99.0,1,0,1,1,0,1,92.0,3,1,2,2,0,2,107.0,3.0,1.0,2.0,2,0,2.0,105.0,3,1,2,2,0,2,104.0,3,1,2,2,0,2,110.0,3,1,2,2,0,2,103.0
300,3.0,1.0,2.0,2,0,2.0,149.0,3,1,2,2,0,2,154.0,3,1,2,2,0,2,142.0,3,1,2,2,0,2,152.0,3.0,1.0,2.0,2,0,2.0,154.0,3,1,2,2,0,2,142.0,3,1,2,2,0,2,153.0,3.0,1.0,2.0,2,0,2.0,147.0,3.0,1.0,2.0,2,0,2.0,158.0,3.0,1.0,2.0,2,0,2.0,153.0,3,1,2,2,0,2,154.0,3,1,2,2,0,2,151.0,3.0,1.0,2.0,2,0,2.0,167.0,3,1,2,2,0,2,142.0,3,1,2,2,0,2,148.0,3,1,2,2,0,2,148.0,3.0,1.0,2.0,2,0,2.0,154.0,3,1,2,2,0,2,151.0,3,1,2,2,0,2,157.0,3,1,2,2,0,2,154.0
400,3.0,1.0,2.0,2,0,2.0,204.0,3,1,2,2,0,2,203.0,3,1,2,2,0,2,196.0,3,1,2,2,0,2,194.0,3.0,1.0,2.0,2,0,2.0,205.0,3,1,2,2,0,2,197.0,3,1,2,2,0,2,201.0,3.0,1.0,2.0,2,0,2.0,198.0,3.0,1.0,2.0,2,0,2.0,202.0,3.0,1.0,2.0,2,0,2.0,210.0,3,1,2,2,0,2,212.0,5,2,3,3,0,3,207.0,3.0,1.0,2.0,2,0,2.0,202.0,3,1,2,2,0,2,187.0,3,1,2,2,0,2,193.0,3,1,2,2,0,2,188.0,3.0,1.0,2.0,2,0,2.0,200.0,3,1,2,2,0,2,203.0,3,1,2,2,0,2,212.0,3,1,2,2,0,2,198.0
500,3.0,1.0,2.0,2,0,2.0,247.0,3,1,2,2,0,2,250.0,3,1,2,2,0,2,246.0,3,1,2,2,0,2,248.0,3.0,1.0,2.0,2,0,2.0,263.0,3,1,2,2,0,2,253.0,3,1,2,2,0,2,251.0,3.0,1.0,2.0,2,0,2.0,249.0,3.0,1.0,2.0,2,0,2.0,251.0,3.0,1.0,2.0,2,0,2.0,255.0,3,1,2,2,0,2,264.0,5,2,3,3,0,3,256.0,3.0,1.0,2.0,2,0,2.0,252.0,3,1,2,2,0,2,244.0,3,1,2,2,0,2,248.0,3,1,2,2,0,2,233.0,3.0,1.0,2.0,2,0,2.0,247.0,3,1,2,2,0,2,257.0,3,1,2,2,0,2,261.0,5,2,3,3,0,3,245.0
600,5.0,2.0,3.0,3,0,3.0,291.0,3,1,2,2,0,2,303.0,3,1,2,2,0,2,299.0,3,1,2,2,0,2,297.0,3.0,1.0,2.0,2,0,2.0,323.0,3,1,2,2,0,2,307.0,3,1,2,2,0,2,297.0,3.0,1.0,2.0,2,0,2.0,301.0,3.0,1.0,2.0,2,0,2.0,299.0,3.0,1.0,2.0,2,0,2.0,307.0,3,1,2,2,0,2,321.0,5,2,3,3,0,3,308.0,3.0,1.0,2.0,2,0,2.0,303.0,3,1,2,2,0,2,297.0,3,1,2,2,0,2,299.0,3,1,2,2,0,2,275.0,3.0,1.0,2.0,2,0,2.0,297.0,3,1,2,2,0,2,307.0,3,1,2,2,0,2,317.0,5,2,3,3,0,3,295.0
700,5.0,2.0,3.0,3,0,3.0,336.0,3,1,2,2,0,2,352.0,5,2,3,3,0,3,349.0,3,1,2,2,0,2,340.0,3.0,1.0,2.0,2,0,2.0,368.0,3,1,2,2,0,2,356.0,3,1,2,2,0,2,354.0,3.0,1.0,2.0,2,0,2.0,362.0,3.0,1.0,2.0,2,0,2.0,342.0,3.0,1.0,2.0,2,0,2.0,364.0,3,1,2,2,0,2,364.0,7,3,4,4,0,3,358.0,3.0,1.0,2.0,2,0,2.0,357.0,3,1,2,2,0,2,350.0,3,1,2,2,0,2,334.0,5,2,3,3,0,3,319.0,5.0,2.0,3.0,3,0,3.0,338.0,3,1,2,2,0,2,351.0,3,1,2,2,0,2,368.0,5,2,3,3,0,3,349.0
800,5.0,2.0,3.0,3,0,3.0,391.0,3,1,2,2,0,2,406.0,5,2,3,3,0,3,401.0,3,1,2,2,0,2,393.0,5.0,2.0,3.0,3,0,3.0,422.0,3,1,2,2,0,2,406.0,3,1,2,2,0,2,403.0,3.0,1.0,2.0,2,0,2.0,414.0,3.0,1.0,2.0,2,0,2.0,388.0,5.0,2.0,3.0,3,0,3.0,402.0,3,1,2,2,0,2,416.0,7,3,4,4,0,3,413.0,5.0,2.0,3.0,3,0,3.0,411.0,3,1,2,2,0,2,406.0,3,1,2,2,0,2,387.0,5,2,3,3,0,3,363.0,5.0,2.0,3.0,3,0,3.0,380.0,5,2,3,3,0,3,396.0,3,1,2,2,0,2,415.0,5,2,3,3,0,3,402.0
900,5.0,2.0,3.0,3,0,3.0,439.0,3,1,2,2,0,2,455.0,5,2,3,3,0,3,462.0,3,1,2,2,0,2,440.0,5.0,2.0,3.0,3,0,3.0,476.0,5,2,3,3,0,3,455.0,3,1,2,2,0,2,457.0,3.0,1.0,2.0,2,0,2.0,468.0,3.0,1.0,2.0,2,0,2.0,437.0,5.0,2.0,3.0,3,0,3.0,456.0,3,1,2,2,0,2,473.0,7,3,4,4,0,3,473.0,5.0,2.0,3.0,3,0,3.0,463.0,3,1,2,2,0,2,444.0,3,1,2,2,0,2,436.0,5,2,3,3,0,3,417.0,7.0,3.0,4.0,4,0,3.0,435.0,5,2,3,3,0,3,453.0,3,1,2,2,0,2,462.0,7,3,4,4,0,3,458.0
1000,5.0,2.0,3.0,3,0,3.0,488.0,5,2,3,3,0,3,507.0,5,2,3,3,0,3,520.0,5,2,3,3,0,3,492.0,5.0,2.0,3.0,3,0,3.0,515.0,5,2,3,3,0,3,499.0,3,1,2,2,0,2,500.0,3.0,1.0,2.0,2,0,2.0,518.0,3.0,1.0,2.0,2,0,2.0,483.0,5.0,2.0,3.0,3,0,3.0,516.0,3,1,2,2,0,2,522.0,7,3,4,4,0,3,520.0,5.0,2.0,3.0,3,0,3.0,513.0,5,2,3,3,0,3,495.0,3,1,2,2,0,2,481.0,5,2,3,3,0,3,474.0,7.0,3.0,4.0,4,0,3.0,480.0,5,2,3,3,0,3,495.0,3,1,2,2,0,2,510.0,7,3,4,4,0,3,510.0
