,n_nodes_000,n_branches_000,n_leaves_000,n_active_leaves_000,n_inactive_leaves_000,height_000,total_observed_weight_000,n_nodes_001,n_branches_001,n_leaves_001,n_active_leaves_001,n_inactive_leaves_001,height_001,total_observed_weight_001,n_nodes_002,n_branches_002,n_leaves_002,n_active_leaves_002,n_inactive_leaves_002,height_002,total_observed_weight_002,n_nodes_003,n_branches_003,n_leaves_003,n_active_leaves_003,n_inactive_leaves_003,height_003,total_observed_weight_003,n_nodes_004,n_branches_004,n_leaves_004,n_active_leaves_004,n_inactive_leaves_004,height_004,total_observed_weight_004,n_nodes_005,n_branches_005,n_leaves_005,n_active_leaves_005,n_inactive_leaves_005,height_005,total_observed_weight_005,n_nodes_006,n_branches_006,n_leaves_006,n_active_leaves_006,n_inactive_leaves_006,height_006,total_observed_weight_006,n_nodes_007,n_branches_007,n_leaves_007,n_active_leaves_007,n_inactive_leaves_007,height_007,total_observed_weight_007,n_nodes_008,n_branches_008,n_leaves_008,n_active_leaves_008,n_inactive_leaves_008,height_008,total_observed_weight_008,n_nodes_009,n_branches_009,n_leaves_009,n_active_leaves_009,n_inactive_leaves_009,height_009,total_observed_weight_009,n_nodes_010,n_branches_010,n_leaves_010,n_active_leaves_010,n_inactive_leaves_010,height_010,total_observed_weight_010,n_nodes_011,n_branches_011,n_leaves_011,n_active_leaves_011,n_inactive_leaves_011,height_011,total_observed_weight_011,n_nodes_012,n_branches_012,n_leaves_012,n_active_leaves_012,n_inactive_leaves_012,height_012,total_observed_weight_012,n_nodes_013,n_branches_013,n_leaves_013,n_active_leaves_013,n_inactive_leaves_013,height_013,total_observed_weight_013,n_nodes_014,n_branches_014,n_leaves_014,n_active_leaves_014,n_inactive_leaves_014,height_014,total_observed_weight_014,n_nodes_015,n_branches_015,n_leaves_015,n_active_leaves_015,n_inactive_leaves_015,height_015,total_observed_weight_015,n_nodes_016,n_branches_016,n_leaves_016,n_active_leaves_016,n_inactive_leaves_016,height_016,total_observed_weight_016,n_nodes_017,n_branches_017,n_leaves_017,n_active_leaves_017,n_inactive_leaves_017,height_017,total_observed_weight_017,n_nodes_018,n_branches_018,n_leaves_018,n_active_leaves_018,n_inactive_leaves_018,height_018,total_observed_weight_018,n_nodes_019,n_branches_019,n_leaves_019,n_active_leaves_019,n_inactive_leaves_019,height_019,total_observed_weight_019
100,3,1,2,2,0,2,53.0,3.0,1.0,2.0,2,0,2.0,52.0,3.0,1.0,2.0,2,0,2.0,57.0,1,0,1,1,0,1,49.0,1,0,1,1,0,1,40.0,1,0,1,1,0,1,46.0,3.0,1.0,2.0,2,0,2.0,53.0,1,0,1,1,0,1,46.0,3.0,1.0,2.0,2,0,2.0,50.0,1.0,0.0,1.0,1,0,1.0,44.0,1,0,1,1,0,1,47.0,3.0,1.0,2.0,2,0,2.0,53.0,1,0,1,1,0,1,47.0,3,1,2,2,0,2,50.0,1,0,1,1,0,1,47.0,1,0,1,1,0,1,44.0,1.0,0.0,1.0,1,0,1.0,46.0,3,1,2,2,0,2,57.0,3.0,1.0,2.0,2,0,2.0,53.0,1,0,1,1,0,1,49.0
200,3,1,2,2,0,2,98.0,1.0,0.0,1.0,1,0,1.0,1.0,3.0,1.0,2.0,2,0,2.0,105.0,3,1,2,2,0,2,99.0,3,1,2,2,0,2,85.0,3,1,2,2,0,2,91.0,3.0,1.0,2.0,2,0,2.0,112.0,3,1,2,2,0,2,101.0,1.0,0.0,1.0,1,0,1.0,46.0,3.0,1.0,2.0,2,0,2.0,96.0,3,1,2,2,0,2,95.0,3.0,1.0,2.0,2,0,2.0,109.0,1,0,1,1,0,1,39.0,3,1,2,2,0,2,104.0,3,1,2,2,0,2,103.0,3,1,2,2,0,2,93.0,3.0,1.0,2.0,2,0,2.0,97.0,3,1,2,2,0,2,109.0,3.0,1.0,2.0,2,0,2.0,95.0,3,1,2,2,0,2,104.0
300,3,1,2,2,0,2,146.0,1.0,0.0,1.0,1,0,1.0,39.0,3.0,1.0,2.0,2,0,2.0,152.0,3,1,2,2,0,2,143.0,3,1,2,2,0,2,135.0,3,1,2,2,0,2,146.0,3.0,1.0,2.0,2,0,2.0,54.0,1,0,1,1,0,1,59.0,3.0,1.0,2.0,2,0,2.0,95.0,3.0,1.0,2.0,2,0,2.0,140.0,3,1,2,2,0,2,151.0,5.0,2.0,3.0,3,0,3.0,167.0,3,1,2,2,0,2,85.0,3,1,2,2,0,2,142.0,1,0,1,1,0,1,48.0,3,1,2,2,0,2,56.0,1.0,0.0,1.0,1,0,1.0,36.0,5,2,3,3,0,3,169.0,3.0,1.0,2.0,2,0,2.0,146.0,3,1,2,2,0,2,153.0
400,5,2,3,3,0,3,206.0,3.0,1.0,2.0,2,0,2.0,92.0,3.0,1.0,2.0,2,0,2.0,203.0,3,1,2,2,0,2,196.0,5,2,3,3,0,3,184.0,5,2,3,3,0,3,187.0,3.0,1.0,2.0,2,0,2.0,104.0,3,1,2,2,0,2,108.0,5.0,2.0,3.0,3,0,3.0,141.0,3.0,1.0,2.0,2,0,2.0,192.0,3,1,2,2,0,2,208.0,5.0,2.0,3.0,3,0,3.0,229.0,3,1,2,2,0,2,135.0,3,1,2,2,0,2,189.0,3,1,2,2,0,2,89.0,3,1,2,2,0,2,106.0,1.0,0.0,1.0,1,0,1.0,85.0,1,0,1,1,0,1,6.0,5.0,2.0,3.0,3,0,3.0,187.0,5,2,3,3,0,3,206.0
500,7,3,4,4,0,3,252.0,3.0,1.0,2.0,2,0,2.0,139.0,3.0,1.0,2.0,2,0,2.0,103.0,3,1,2,2,0,2,102.0,5,2,3,3,0,3,235.0,3,1,2,2,0,2,133.0,3.0,1.0,2.0,2,0,2.0,158.0,3,1,2,2,0,2,162.0,5.0,2.0,3.0,3,0,3.0,189.0,3.0,1.0,2.0,2,0,2.0,249.0,3,1,2,2,0,2,259.0,3.0,1.0,2.0,2,0,2.0,161.0,5,2,3,3,0,3,187.0,3,1,2,2,0,2,238.0,3,1,2,2,0,2,132.0,3,1,2,2,0,2,158.0,1.0,0.0,1.0,1,0,1.0,135.0,3,1,2,2,0,2,53.0,3.0,1.0,2.0,2,0,2.0,133.0,5,2,3,3,0,3,247.0
600,3,1,2,2,0,2,86.0,3.0,1.0,2.0,2,0,2.0,192.0,5.0,2.0,3.0,3,0,3.0,158.0,3,1,2,2,0,2,155.0,5,2,3,3,0,3,285.0,5,2,3,3,0,3,184.0,3.0,1.0,2.0,2,0,2.0,213.0,3,1,2,2,0,2,213.0,5.0,2.0,3.0,3,0,3.0,234.0,3.0,1.0,2.0,2,0,2.0,82.0,1,0,1,1,0,1,59.0,5.0,2.0,3.0,3,0,3.0,212.0,5,2,3,3,0,3,235.0,3,1,2,2,0,2,67.0,5,2,3,3,0,3,179.0,3,1,2,2,0,2,208.0,1.0,0.0,1.0,1,0,1.0,8.0,3,1,2,2,0,2,108.0,3.0,1.0,2.0,2,0,2.0,183.0,3,1,2,2,0,2,75.0
700,3,1,2,2,0,2,143.0,3.0,1.0,2.0,2,0,2.0,238.0,7.0,3.0,4.0,4,0,3.0,201.0,3,1,2,2,0,2,195.0,5,2,3,3,0,3,330.0,5,2,3,3,0,3,230.0,5.0,2.0,3.0,3,0,3.0,263.0,3,1,2,2,0,2,80.0,9.0,4.0,5.0,5,0,4.0,285.0,3.0,1.0,2.0,2,0,2.0,128.0,1,0,1,1,0,1,112.0,5.0,2.0,3.0,3,0,3.0,267.0,5,2,3,3,0,3,287.0,3,1,2,2,0,2,118.0,5,2,3,3,0,3,223.0,5,2,3,3,0,3,255.0,1.0,0.0,1.0,1,0,1.0,31.0,3,1,2,2,0,2,162.0,3.0,1.0,2.0,2,0,2.0,231.0,3,1,2,2,0,2,125.0
800,3,1,2,2,0,2,192.0,3.0,1.0,2.0,2,0,2.0,277.0,7.0,3.0,4.0,4,0,3.0,254.0,3,1,2,2,0,2,241.0,3,1,2,2,0,2,123.0,5,2,3,3,0,3,286.0,5.0,2.0,3.0,3,0,3.0,317.0,3,1,2,2,0,2,139.0,3.0,1.0,2.0,2,0,2.0,79.0,1.0,0.0,1.0,1,0,1.0,21.0,3,1,2,2,0,2,164.0,5.0,2.0,3.0,3,0,3.0,309.0,3,1,2,2,0,2,169.0,3,1,2,2,0,2,167.0,1,0,1,1,0,1,30.0,1,0,1,1,0,1,45.0,3.0,1.0,2.0,2,0,2.0,80.0,3,1,2,2,0,2,216.0,3.0,1.0,2.0,2,0,2.0,296.0,5,2,3,3,0,3,180.0
900,3,1,2,2,0,2,168.0,1.0,0.0,1.0,1,0,1.0,133.0,7.0,3.0,4.0,4,0,3.0,305.0,3,1,2,2,0,2,151.0,3,1,2,2,0,2,171.0,5,2,3,3,0,3,343.0,5.0,2.0,3.0,3,0,3.0,354.0,5,2,3,3,0,3,192.0,5.0,2.0,3.0,3,0,3.0,136.0,3.0,1.0,2.0,2,0,2.0,69.0,1,0,1,1,0,1,16.0,5.0,2.0,3.0,3,0,3.0,356.0,3,1,2,2,0,2,211.0,3,1,2,2,0,2,216.0,1,0,1,1,0,1,83.0,3,1,2,2,0,2,87.0,3.0,1.0,2.0,2,0,2.0,123.0,1,0,1,1,0,1,30.0,3.0,1.0,2.0,2,0,2.0,348.0,5,2,3,3,0,3,220.0
1000,3,1,2,2,0,2,211.0,3.0,1.0,2.0,2,0,2.0,186.0,9.0,4.0,5.0,5,0,4.0,361.0,5,2,3,3,0,3,200.0,3,1,2,2,0,2,228.0,5,2,3,3,0,3,393.0,7.0,3.0,4.0,4,0,3.0,407.0,5,2,3,3,0,3,248.0,5.0,2.0,3.0,3,0,3.0,178.0,3.0,1.0,2.0,2,0,2.0,119.0,1,0,1,1,0,1,70.0,7.0,3.0,4.0,4,0,3.0,405.0,5,2,3,3,0,3,255.0,3,1,2,2,0,2,144.0,3,1,2,2,0,2,146.0,3,1,2,2,0,2,136.0,7.0,3.0,4.0,4,0,3.0,167.0,3,1,2,2,0,2,90.0,3.0,1.0,2.0,2,0,2.0,404.0,1,0,1,1,0,1,4.0
