,n_nodes_000,n_branches_000,n_leaves_000,n_active_leaves_000,n_inactive_leaves_000,height_000,total_observed_weight_000,n_nodes_001,n_branches_001,n_leaves_001,n_active_leaves_001,n_inactive_leaves_001,height_001,total_observed_weight_001,n_nodes_002,n_branches_002,n_leaves_002,n_active_leaves_002,n_inactive_leaves_002,height_002,total_observed_weight_002,n_nodes_003,n_branches_003,n_leaves_003,n_active_leaves_003,n_inactive_leaves_003,height_003,total_observed_weight_003,n_nodes_004,n_branches_004,n_leaves_004,n_active_leaves_004,n_inactive_leaves_004,height_004,total_observed_weight_004,n_nodes_005,n_branches_005,n_leaves_005,n_active_leaves_005,n_inactive_leaves_005,height_005,total_observed_weight_005,n_nodes_006,n_branches_006,n_leaves_006,n_active_leaves_006,n_inactive_leaves_006,height_006,total_observed_weight_006,n_nodes_007,n_branches_007,n_leaves_007,n_active_leaves_007,n_inactive_leaves_007,height_007,total_observed_weight_007,n_nodes_008,n_branches_008,n_leaves_008,n_active_leaves_008,n_inactive_leaves_008,height_008,total_observed_weight_008,n_nodes_009,n_branches_009,n_leaves_009,n_active_leaves_009,n_inactive_leaves_009,height_009,total_observed_weight_009,n_nodes_010,n_branches_010,n_leaves_010,n_active_leaves_010,n_inactive_leaves_010,height_010,total_observed_weight_010,n_nodes_011,n_branches_011,n_leaves_011,n_active_leaves_011,n_inactive_leaves_011,height_011,total_observed_weight_011,n_nodes_012,n_branches_012,n_leaves_012,n_active_leaves_012,n_inactive_leaves_012,height_012,total_observed_weight_012,n_nodes_013,n_branches_013,n_leaves_013,n_active_leaves_013,n_inactive_leaves_013,height_013,total_observed_weight_013,n_nodes_014,n_branches_014,n_leaves_014,n_active_leaves_014,n_inactive_leaves_014,height_014,total_observed_weight_014,n_nodes_015,n_branches_015,n_leaves_015,n_active_leaves_015,n_inactive_leaves_015,height_015,total_observed_weight_015,n_nodes_016,n_branches_016,n_leaves_016,n_active_leaves_016,n_inactive_leaves_016,height_016,total_observed_weight_016,n_nodes_017,n_branches_017,n_leaves_017,n_active_leaves_017,n_inactive_leaves_017,height_017,total_observed_weight_017,n_nodes_018,n_branches_018,n_leaves_018,n_active_leaves_018,n_inactive_leaves_018,height_018,total_observed_weight_018,n_nodes_019,n_branches_019,n_leaves_019,n_active_leaves_019,n_inactive_leaves_019,height_019,total_observed_weight_019
100,3,1,2,2,0,2,53.0,1,0,1,1,0,1,53.0,1,0,1,1,0,1,49.0,3,1,2,2,0,2,51.0,1,0,1,1,0,1,46.0,3,1,2,2,0,2,51.0,1,0,1,1,0,1,43.0,1,0,1,1,0,1,54.0,1,0,1,1,0,1,43.0,1,0,1,1,0,1,42.0,1,0,1,1,0,1,44.0,1,0,1,1,0,1,59.0,3,1,2,2,0,2,51.0,1,0,1,1,0,1,50.0,3,1,2,2,0,2,56.0,3,1,2,2,0,2,57.0,1,0,1,1,0,1,48.0,3,1,2,2,0,2,50.0,1,0,1,1,0,1,52.0,1,0,1,1,0,1,54.0
200,3,1,2,2,0,2,100.0,3,1,2,2,0,2,103.0,3,1,2,2,0,2,100.0,3,1,2,2,0,2,97.0,1,0,1,1,0,1,96.0,3,1,2,2,0,2,115.0,3,1,2,2,0,2,95.0,3,1,2,2,0,2,117.0,3,1,2,2,0,2,96.0,3,1,2,2,0,2,84.0,3,1,2,2,0,2,97.0,1,0,1,1,0,1,105.0,3,1,2,2,0,2,97.0,1,0,1,1,0,1,97.0,3,1,2,2,0,2,98.0,3,1,2,2,0,2,112.0,3,1,2,2,0,2,107.0,3,1,2,2,0,2,103.0,3,1,2,2,0,2,103.0,3,1,2,2,0,2,109.0
300,3,1,2,2,0,2,141.0,3,1,2,2,0,2,162.0,3,1,2,2,0,2,153.0,3,1,2,2,0,2,145.0,3,1,2,2,0,2,146.0,3,1,2,2,0,2,165.0,3,1,2,2,0,2,144.0,3,1,2,2,0,2,171.0,3,1,2,2,0,2,137.0,3,1,2,2,0,2,135.0,3,1,2,2,0,2,160.0,1,0,1,1,0,1,157.0,5,2,3,3,0,3,149.0,3,1,2,2,0,2,151.0,3,1,2,2,0,2,145.0,3,1,2,2,0,2,165.0,5,2,3,3,0,3,154.0,3,1,2,2,0,2,155.0,3,1,2,2,0,2,157.0,3,1,2,2,0,2,159.0
400,3,1,2,2,0,2,188.0,3,1,2,2,0,2,205.0,3,1,2,2,0,2,205.0,5,2,3,3,0,3,189.0,3,1,2,2,0,2,186.0,5,2,3,3,0,3,214.0,3,1,2,2,0,2,198.0,5,2,3,3,0,3,224.0,5,2,3,3,0,3,193.0,3,1,2,2,0,2,181.0,5,2,3,3,0,3,214.0,3,1,2,2,0,2,202.0,5,2,3,3,0,3,202.0,3,1,2,2,0,2,193.0,3,1,2,2,0,2,196.0,5,2,3,3,0,3,222.0,7,3,4,4,0,3,202.0,5,2,3,3,0,3,208.0,3,1,2,2,0,2,202.0,3,1,2,2,0,2,211.0
500,5,2,3,3,0,3,238.0,3,1,2,2,0,2,260.0,5,2,3,3,0,3,261.0,5,2,3,3,0,3,238.0,5,2,3,3,0,3,231.0,7,3,4,4,0,3,262.0,5,2,3,3,0,3,248.0,5,2,3,3,0,3,274.0,5,2,3,3,0,3,240.0,3,1,2,2,0,2,227.0,5,2,3,3,0,3,268.0,3,1,2,2,0,2,248.0,5,2,3,3,0,3,250.0,5,2,3,3,0,3,250.0,5,2,3,3,0,3,246.0,5,2,3,3,0,3,265.0,7,3,4,4,0,3,243.0,5,2,3,3,0,3,256.0,3,1,2,2,0,2,253.0,3,1,2,2,0,2,260.0
600,5,2,3,3,0,3,285.0,5,2,3,3,0,3,317.0,5,2,3,3,0,3,309.0,5,2,3,3,0,3,289.0,5,2,3,3,0,3,285.0,7,3,4,4,0,3,312.0,5,2,3,3,0,3,296.0,7,3,4,4,0,4,323.0,5,2,3,3,0,3,295.0,5,2,3,3,0,3,279.0,5,2,3,3,0,3,318.0,3,1,2,2,0,2,308.0,5,2,3,3,0,3,306.0,5,2,3,3,0,3,303.0,5,2,3,3,0,3,295.0,5,2,3,3,0,3,314.0,7,3,4,4,0,3,290.0,5,2,3,3,0,3,305.0,5,2,3,3,0,3,305.0,3,1,2,2,0,2,313.0
700,5,2,3,3,0,3,334.0,5,2,3,3,0,3,370.0,7,3,4,4,0,3,364.0,7,3,4,4,0,3,343.0,5,2,3,3,0,3,331.0,7,3,4,4,0,3,351.0,5,2,3,3,0,3,346.0,9,4,5,5,0,4,372.0,5,2,3,3,0,3,346.0,5,2,3,3,0,3,336.0,5,2,3,3,0,3,367.0,3,1,2,2,0,2,356.0,5,2,3,3,0,3,357.0,7,3,4,4,0,3,352.0,5,2,3,3,0,3,346.0,7,3,4,4,0,3,368.0,7,3,4,4,0,3,340.0,7,3,4,4,0,4,361.0,7,3,4,4,0,3,359.0,3,1,2,2,0,2,359.0
800,5,2,3,3,0,3,379.0,9,4,5,5,0,4,419.0,7,3,4,4,0,3,420.0,7,3,4,4,0,3,396.0,7,3,4,4,0,4,379.0,7,3,4,4,0,3,404.0,5,2,3,3,0,3,395.0,9,4,5,5,0,4,431.0,5,2,3,3,0,3,398.0,7,3,4,4,0,3,389.0,7,3,4,4,0,3,423.0,3,1,2,2,0,2,401.0,7,3,4,4,0,4,407.0,7,3,4,4,0,3,401.0,5,2,3,3,0,3,395.0,7,3,4,4,0,3,420.0,7,3,4,4,0,3,390.0,9,4,5,5,0,4,409.0,7,3,4,4,0,3,405.0,3,1,2,2,0,2,409.0
900,5,2,3,3,0,3,434.0,9,4,5,5,0,4,458.0,7,3,4,4,0,3,477.0,7,3,4,4,0,3,439.0,7,3,4,4,0,4,422.0,7,3,4,4,0,3,458.0,5,2,3,3,0,3,453.0,9,4,5,5,0,4,478.0,7,3,4,4,0,3,450.0,7,3,4,4,0,3,432.0,7,3,4,4,0,3,473.0,5,2,3,3,0,3,446.0,7,3,4,4,0,4,462.0,7,3,4,4,0,3,451.0,5,2,3,3,0,3,444.0,9,4,5,5,0,4,477.0,9,4,5,5,0,4,441.0,9,4,5,5,0,4,455.0,11,5,6,6,0,4,451.0,3,1,2,2,0,2,464.0
1000,7,3,4,4,0,3,482.0,9,4,5,5,0,4,502.0,7,3,4,4,0,3,532.0,9,4,5,5,0,4,492.0,7,3,4,4,0,4,468.0,7,3,4,4,0,3,514.0,7,3,4,4,0,4,496.0,9,4,5,5,0,4,522.0,7,3,4,4,0,3,496.0,7,3,4,4,0,3,485.0,7,3,4,4,0,3,524.0,5,2,3,3,0,3,494.0,7,3,4,4,0,4,506.0,7,3,4,4,0,3,509.0,7,3,4,4,0,3,500.0,9,4,5,5,0,4,531.0,9,4,5,5,0,4,488.0,9,4,5,5,0,4,502.0,11,5,6,6,0,4,502.0,3,1,2,2,0,2,516.0
1100,7,3,4,4,0,3,531.0,9,4,5,5,0,4,553.0,11,5,6,6,0,4,584.0,9,4,5,5,0,4,541.0,7,3,4,4,0,4,515.0,11,5,6,6,0,4,566.0,9,4,5,5,0,4,536.0,11,5,6,6,0,5,579.0,7,3,4,4,0,3,544.0,7,3,4,4,0,3,531.0,7,3,4,4,0,3,577.0,5,2,3,3,0,3,546.0,9,4,5,5,0,4,555.0,9,4,5,5,0,4,549.0,7,3,4,4,0,3,556.0,9,4,5,5,0,4,577.0,9,4,5,5,0,4,541.0,9,4,5,5,0,4,549.0,11,5,6,6,0,4,553.0,7,3,4,4,0,3,561.0
