,n_nodes_000,n_branches_000,n_leaves_000,n_active_leaves_000,n_inactive_leaves_000,height_000,total_observed_weight_000,n_nodes_001,n_branches_001,n_leaves_001,n_active_leaves_001,n_inactive_leaves_001,height_001,total_observed_weight_001,n_nodes_002,n_branches_002,n_leaves_002,n_active_leaves_002,n_inactive_leaves_002,height_002,total_observed_weight_002,n_nodes_003,n_branches_003,n_leaves_003,n_active_leaves_003,n_inactive_leaves_003,height_003,total_observed_weight_003,n_nodes_004,n_branches_004,n_leaves_004,n_active_leaves_004,n_inactive_leaves_004,height_004,total_observed_weight_004,n_nodes_005,n_branches_005,n_leaves_005,n_active_leaves_005,n_inactive_leaves_005,height_005,total_observed_weight_005,n_nodes_006,n_branches_006,n_leaves_006,n_active_leaves_006,n_inactive_leaves_006,height_006,total_observed_weight_006,n_nodes_007,n_branches_007,n_leaves_007,n_active_leaves_007,n_inactive_leaves_007,height_007,total_observed_weight_007,n_nodes_008,n_branches_008,n_leaves_008,n_active_leaves_008,n_inactive_leaves_008,height_008,total_observed_weight_008,n_nodes_009,n_branches_009,n_leaves_009,n_active_leaves_009,n_inactive_leaves_009,height_009,total_observed_weight_009,n_nodes_010,n_branches_010,n_leaves_010,n_active_leaves_010,n_inactive_leaves_010,height_010,total_observed_weight_010,n_nodes_011,n_branches_011,n_leaves_011,n_active_leaves_011,n_inactive_leaves_011,height_011,total_observed_weight_011,n_nodes_012,n_branches_012,n_leaves_012,n_active_leaves_012,n_inactive_leaves_012,height_012,total_observed_weight_012,n_nodes_013,n_branches_013,n_leaves_013,n_active_leaves_013,n_inactive_leaves_013,height_013,total_observed_weight_013,n_nodes_014,n_branches_014,n_leaves_014,n_active_leaves_014,n_inactive_leaves_014,height_014,total_observed_weight_014,n_nodes_015,n_branches_015,n_leaves_015,n_active_leaves_015,n_inactive_leaves_015,height_015,total_observed_weight_015,n_nodes_016,n_branches_016,n_leaves_016,n_active_leaves_016,n_inactive_leaves_016,height_016,total_observed_weight_016,n_nodes_017,n_branches_017,n_leaves_017,n_active_leaves_017,n_inactive_leaves_017,height_017,total_observed_weight_017,n_nodes_018,n_branches_018,n_leaves_018,n_active_leaves_018,n_inactive_leaves_018,height_018,total_observed_weight_018,n_nodes_019,n_branches_019,n_leaves_019,n_active_leaves_019,n_inactive_leaves_019,height_019,total_observed_weight_019
100,3,1,2,2,0,2,51.0,3,1,2,2,0,2,50.0,1,0,1,1,0,1,46.0,1,0,1,1,0,1,51.0,3,1,2,2,0,2,54.0,3,1,2,2,0,2,54.0,1,0,1,1,0,1,55.0,1,0,1,1,0,1,50.0,1,0,1,1,0,1,46.0,3,1,2,2,0,2,53.0,3,1,2,2,0,2,52.0,1,0,1,1,0,1,48.0,3,1,2,2,0,2,61.0,1,0,1,1,0,1,43.0,3,1,2,2,0,2,56.0,3,1,2,2,0,2,56.0,3,1,2,2,0,2,50.0,1,0,1,1,0,1,49.0,1,0,1,1,0,1,48.0,1,0,1,1,0,1,57.0
200,3,1,2,2,0,2,108.0,3,1,2,2,0,2,102.0,3,1,2,2,0,2,105.0,3,1,2,2,0,2,106.0,3,1,2,2,0,2,105.0,3,1,2,2,0,2,99.0,3,1,2,2,0,2,102.0,3,1,2,2,0,2,100.0,3,1,2,2,0,2,92.0,3,1,2,2,0,2,105.0,3,1,2,2,0,2,98.0,3,1,2,2,0,2,88.0,3,1,2,2,0,2,105.0,3,1,2,2,0,2,93.0,3,1,2,2,0,2,108.0,3,1,2,2,0,2,99.0,3,1,2,2,0,2,100.0,3,1,2,2,0,2,106.0,3,1,2,2,0,2,98.0,1,0,1,1,0,1,98.0
300,3,1,2,2,0,2,160.0,3,1,2,2,0,2,152.0,1,0,1,1,0,1,13.0,3,1,2,2,0,2,143.0,3,1,2,2,0,2,152.0,3,1,2,2,0,2,139.0,3,1,2,2,0,2,155.0,3,1,2,2,0,2,150.0,1,0,1,1,0,1,17.0,3,1,2,2,0,2,157.0,3,1,2,2,0,2,144.0,3,1,2,2,0,2,139.0,3,1,2,2,0,2,159.0,5,2,3,3,0,3,145.0,3,1,2,2,0,2,160.0,3,1,2,2,0,2,153.0,3,1,2,2,0,2,153.0,5,2,3,3,0,3,157.0,1,0,1,1,0,1,22.0,1,0,1,1,0,1,153.0
400,3,1,2,2,0,2,216.0,3,1,2,2,0,2,201.0,1,0,1,1,0,1,62.0,3,1,2,2,0,2,194.0,5,2,3,3,0,3,198.0,5,2,3,3,0,3,183.0,3,1,2,2,0,2,212.0,3,1,2,2,0,2,206.0,3,1,2,2,0,2,61.0,5,2,3,3,0,3,203.0,3,1,2,2,0,2,192.0,3,1,2,2,0,2,199.0,5,2,3,3,0,3,198.0,5,2,3,3,0,3,196.0,5,2,3,3,0,3,222.0,5,2,3,3,0,3,207.0,5,2,3,3,0,3,206.0,7,3,4,4,0,3,201.0,3,1,2,2,0,2,67.0,3,1,2,2,0,2,201.0
500,3,1,2,2,0,2,263.0,3,1,2,2,0,2,104.0,3,1,2,2,0,2,119.0,5,2,3,3,0,3,238.0,5,2,3,3,0,3,244.0,5,2,3,3,0,3,234.0,1,0,1,1,0,1,21.0,3,1,2,2,0,2,251.0,3,1,2,2,0,2,115.0,5,2,3,3,0,3,256.0,3,1,2,2,0,2,242.0,3,1,2,2,0,2,248.0,5,2,3,3,0,3,241.0,1,0,1,1,0,1,94.0,1,0,1,1,0,1,31.0,1,0,1,1,0,1,20.0,5,2,3,3,0,3,250.0,7,3,4,4,0,3,252.0,3,1,2,2,0,2,113.0,1,0,1,1,0,1,20.0
600,3,1,2,2,0,2,309.0,5,2,3,3,0,3,160.0,5,2,3,3,0,3,180.0,5,2,3,3,0,3,286.0,5,2,3,3,0,3,294.0,5,2,3,3,0,3,294.0,3,1,2,2,0,2,74.0,3,1,2,2,0,2,296.0,3,1,2,2,0,2,164.0,5,2,3,3,0,3,304.0,3,1,2,2,0,2,291.0,3,1,2,2,0,2,294.0,5,2,3,3,0,3,294.0,1,0,1,1,0,1,145.0,3,1,2,2,0,2,72.0,3,1,2,2,0,2,72.0,5,2,3,3,0,3,304.0,7,3,4,4,0,3,304.0,3,1,2,2,0,2,168.0,3,1,2,2,0,2,72.0
700,3,1,2,2,0,2,362.0,5,2,3,3,0,3,215.0,5,2,3,3,0,3,234.0,7,3,4,4,0,3,334.0,5,2,3,3,0,3,334.0,5,2,3,3,0,3,345.0,3,1,2,2,0,2,119.0,5,2,3,3,0,3,344.0,3,1,2,2,0,2,211.0,7,3,4,4,0,3,361.0,5,2,3,3,0,3,335.0,5,2,3,3,0,3,353.0,5,2,3,3,0,3,341.0,3,1,2,2,0,2,191.0,3,1,2,2,0,2,118.0,3,1,2,2,0,2,129.0,7,3,4,4,0,4,349.0,7,3,4,4,0,3,353.0,7,3,4,4,0,3,223.0,3,1,2,2,0,2,126.0
800,3,1,2,2,0,2,417.0,5,2,3,3,0,3,262.0,5,2,3,3,0,3,286.0,7,3,4,4,0,3,388.0,5,2,3,3,0,3,382.0,7,3,4,4,0,3,399.0,3,1,2,2,0,2,177.0,5,2,3,3,0,3,392.0,3,1,2,2,0,2,263.0,7,3,4,4,0,3,407.0,5,2,3,3,0,3,379.0,5,2,3,3,0,3,402.0,7,3,4,4,0,3,387.0,3,1,2,2,0,2,238.0,3,1,2,2,0,2,169.0,3,1,2,2,0,2,179.0,7,3,4,4,0,4,391.0,7,3,4,4,0,3,397.0,7,3,4,4,0,3,272.0,3,1,2,2,0,2,172.0
900,3,1,2,2,0,2,474.0,7,3,4,4,0,3,315.0,7,3,4,4,0,4,342.0,9,4,5,5,0,4,448.0,5,2,3,3,0,3,433.0,9,4,5,5,0,4,457.0,5,2,3,3,0,3,231.0,5,2,3,3,0,3,448.0,3,1,2,2,0,2,309.0,7,3,4,4,0,3,451.0,7,3,4,4,0,3,441.0,5,2,3,3,0,3,448.0,7,3,4,4,0,3,447.0,5,2,3,3,0,3,285.0,5,2,3,3,0,3,215.0,3,1,2,2,0,2,221.0,9,4,5,5,0,4,441.0,9,4,5,5,0,4,448.0,7,3,4,4,0,3,325.0,3,1,2,2,0,2,223.0
1000,5,2,3,3,0,3,523.0,7,3,4,4,0,3,362.0,7,3,4,4,0,4,387.0,9,4,5,5,0,4,496.0,9,4,5,5,0,4,482.0,11,5,6,6,0,4,505.0,5,2,3,3,0,3,278.0,5,2,3,3,0,3,489.0,5,2,3,3,0,3,365.0,9,4,5,5,0,4,510.0,7,3,4,4,0,3,495.0,5,2,3,3,0,3,495.0,7,3,4,4,0,3,489.0,5,2,3,3,0,3,333.0,5,2,3,3,0,3,262.0,3,1,2,2,0,2,270.0,11,5,6,6,0,4,487.0,9,4,5,5,0,4,502.0,7,3,4,4,0,3,367.0,5,2,3,3,0,3,274.0
