,n_nodes_000,n_branches_000,n_leaves_000,n_active_leaves_000,n_inactive_leaves_000,height_000,total_observed_weight_000,n_nodes_001,n_branches_001,n_leaves_001,n_active_leaves_001,n_inactive_leaves_001,height_001,total_observed_weight_001,n_nodes_002,n_branches_002,n_leaves_002,n_active_leaves_002,n_inactive_leaves_002,height_002,total_observed_weight_002,n_nodes_003,n_branches_003,n_leaves_003,n_active_leaves_003,n_inactive_leaves_003,height_003,total_observed_weight_003,n_nodes_004,n_branches_004,n_leaves_004,n_active_leaves_004,n_inactive_leaves_004,height_004,total_observed_weight_004,n_nodes_005,n_branches_005,n_leaves_005,n_active_leaves_005,n_inactive_leaves_005,height_005,total_observed_weight_005,n_nodes_006,n_branches_006,n_leaves_006,n_active_leaves_006,n_inactive_leaves_006,height_006,total_observed_weight_006,n_nodes_007,n_branches_007,n_leaves_007,n_active_leaves_007,n_inactive_leaves_007,height_007,total_observed_weight_007,n_nodes_008,n_branches_008,n_leaves_008,n_active_leaves_008,n_inactive_leaves_008,height_008,total_observed_weight_008,n_nodes_009,n_branches_009,n_leaves_009,n_active_leaves_009,n_inactive_leaves_009,height_009,total_observed_weight_009,n_nodes_010,n_branches_010,n_leaves_010,n_active_leaves_010,n_inactive_leaves_010,height_010,total_observed_weight_010,n_nodes_011,n_branches_011,n_leaves_011,n_active_leaves_011,n_inactive_leaves_011,height_011,total_observed_weight_011,n_nodes_012,n_branches_012,n_leaves_012,n_active_leaves_012,n_inactive_leaves_012,height_012,total_observed_weight_012,n_nodes_013,n_branches_013,n_leaves_013,n_active_leaves_013,n_inactive_leaves_013,height_013,total_observed_weight_013,n_nodes_014,n_branches_014,n_leaves_014,n_active_leaves_014,n_inactive_leaves_014,height_014,total_observed_weight_014,n_nodes_015,n_branches_015,n_leaves_015,n_active_leaves_015,n_inactive_leaves_015,height_015,total_observed_weight_015,n_nodes_016,n_branches_016,n_leaves_016,n_active_leaves_016,n_inactive_leaves_016,height_016,total_observed_weight_016,n_nodes_017,n_branches_017,n_leaves_017,n_active_leaves_017,n_inactive_leaves_017,height_017,total_observed_weight_017,n_nodes_018,n_branches_018,n_leaves_018,n_active_leaves_018,n_inactive_leaves_018,height_018,total_observed_weight_018,n_nodes_019,n_branches_019,n_leaves_019,n_active_leaves_019,n_inactive_leaves_019,height_019,total_observed_weight_019
100,3.0,1.0,2.0,2,0,2.0,51.0,1,0,1,1,0,1,42.0,3,1,2,2,0,2,52.0,1,0,1,1,0,1,47.0,3.0,1.0,2.0,2,0,2.0,50.0,1.0,0.0,1.0,1,0,1.0,49.0,3.0,1.0,2.0,2,0,2.0,52.0,1,0,1,1,0,1,48.0,3,1,2,2,0,2,53.0,1.0,0.0,1.0,1,0,1.0,52.0,1,0,1,1,0,1,54.0,1,0,1,1,0,1,48.0,3.0,1.0,2.0,2,0,2.0,51.0,1,0,1,1,0,1,49.0,1.0,0.0,1.0,1,0,1.0,42.0,1,0,1,1,0,1,45.0,1,0,1,1,0,1,58.0,3,1,2,2,0,2,52.0,1.0,0.0,1.0,1,0,1.0,46.0,1,0,1,1,0,1,40.0
200,3.0,1.0,2.0,2,0,2.0,105.0,1,0,1,1,0,1,99.0,3,1,2,2,0,2,101.0,3,1,2,2,0,2,97.0,3.0,1.0,2.0,2,0,2.0,99.0,3.0,1.0,2.0,2,0,2.0,97.0,3.0,1.0,2.0,2,0,2.0,102.0,1,0,1,1,0,1,89.0,3,1,2,2,0,2,107.0,1.0,0.0,1.0,1,0,1.0,105.0,1,0,1,1,0,1,97.0,1,0,1,1,0,1,94.0,3.0,1.0,2.0,2,0,2.0,107.0,3,1,2,2,0,2,108.0,3.0,1.0,2.0,2,0,2.0,100.0,1,0,1,1,0,1,99.0,3,1,2,2,0,2,105.0,3,1,2,2,0,2,104.0,3.0,1.0,2.0,2,0,2.0,92.0,3,1,2,2,0,2,94.0
300,3.0,1.0,2.0,2,0,2.0,152.0,3,1,2,2,0,2,144.0,3,1,2,2,0,2,159.0,3,1,2,2,0,2,151.0,3.0,1.0,2.0,2,0,2.0,154.0,3.0,1.0,2.0,2,0,2.0,147.0,3.0,1.0,2.0,2,0,2.0,159.0,3,1,2,2,0,2,143.0,3,1,2,2,0,2,163.0,1.0,0.0,1.0,1,0,1.0,162.0,3,1,2,2,0,2,133.0,3,1,2,2,0,2,139.0,3.0,1.0,2.0,2,0,2.0,148.0,3,1,2,2,0,2,161.0,3.0,1.0,2.0,2,0,2.0,150.0,3,1,2,2,0,2,148.0,3,1,2,2,0,2,152.0,3,1,2,2,0,2,155.0,3.0,1.0,2.0,2,0,2.0,147.0,3,1,2,2,0,2,149.0
400,3.0,1.0,2.0,2,0,2.0,201.0,3,1,2,2,0,2,189.0,3,1,2,2,0,2,206.0,3,1,2,2,0,2,201.0,3.0,1.0,2.0,2,0,2.0,211.0,3.0,1.0,2.0,2,0,2.0,190.0,3.0,1.0,2.0,2,0,2.0,210.0,3,1,2,2,0,2,192.0,3,1,2,2,0,2,214.0,3.0,1.0,2.0,2,0,2.0,211.0,3,1,2,2,0,2,185.0,3,1,2,2,0,2,182.0,3.0,1.0,2.0,2,0,2.0,199.0,3,1,2,2,0,2,205.0,3.0,1.0,2.0,2,0,2.0,196.0,3,1,2,2,0,2,195.0,3,1,2,2,0,2,208.0,3,1,2,2,0,2,209.0,3.0,1.0,2.0,2,0,2.0,199.0,3,1,2,2,0,2,196.0
500,3.0,1.0,2.0,2,0,2.0,249.0,3,1,2,2,0,2,233.0,3,1,2,2,0,2,257.0,5,2,3,3,0,3,245.0,3.0,1.0,2.0,2,0,2.0,267.0,3.0,1.0,2.0,2,0,2.0,240.0,3.0,1.0,2.0,2,0,2.0,266.0,3,1,2,2,0,2,238.0,3,1,2,2,0,2,267.0,3.0,1.0,2.0,2,0,2.0,269.0,3,1,2,2,0,2,236.0,3,1,2,2,0,2,234.0,3.0,1.0,2.0,2,0,2.0,255.0,3,1,2,2,0,2,247.0,3.0,1.0,2.0,2,0,2.0,242.0,3,1,2,2,0,2,250.0,3,1,2,2,0,2,249.0,5,2,3,3,0,3,272.0,3.0,1.0,2.0,2,0,2.0,256.0,3,1,2,2,0,2,246.0
600,3.0,1.0,2.0,2,0,2.0,296.0,3,1,2,2,0,2,288.0,3,1,2,2,0,2,301.0,5,2,3,3,0,3,295.0,7.0,3.0,4.0,4,0,3.0,315.0,3.0,1.0,2.0,2,0,2.0,284.0,3.0,1.0,2.0,2,0,2.0,311.0,3,1,2,2,0,2,282.0,3,1,2,2,0,2,317.0,3.0,1.0,2.0,2,0,2.0,317.0,3,1,2,2,0,2,287.0,3,1,2,2,0,2,283.0,3.0,1.0,2.0,2,0,2.0,305.0,3,1,2,2,0,2,302.0,3.0,1.0,2.0,2,0,2.0,296.0,5,2,3,3,0,3,298.0,3,1,2,2,0,2,301.0,5,2,3,3,0,3,327.0,3.0,1.0,2.0,2,0,2.0,307.0,5,2,3,3,0,3,290.0
700,3.0,1.0,2.0,2,0,2.0,354.0,3,1,2,2,0,2,338.0,3,1,2,2,0,2,345.0,5,2,3,3,0,3,342.0,7.0,3.0,4.0,4,0,3.0,362.0,5.0,2.0,3.0,3,0,3.0,336.0,3.0,1.0,2.0,2,0,2.0,366.0,3,1,2,2,0,2,330.0,3,1,2,2,0,2,364.0,3.0,1.0,2.0,2,0,2.0,369.0,3,1,2,2,0,2,342.0,3,1,2,2,0,2,337.0,3.0,1.0,2.0,2,0,2.0,360.0,3,1,2,2,0,2,358.0,3.0,1.0,2.0,2,0,2.0,344.0,5,2,3,3,0,3,348.0,3,1,2,2,0,2,353.0,7,3,4,4,0,3,374.0,3.0,1.0,2.0,2,0,2.0,361.0,5,2,3,3,0,3,340.0
800,3.0,1.0,2.0,2,0,2.0,405.0,3,1,2,2,0,2,390.0,3,1,2,2,0,2,402.0,5,2,3,3,0,3,392.0,7.0,3.0,4.0,4,0,3.0,413.0,5.0,2.0,3.0,3,0,3.0,392.0,3.0,1.0,2.0,2,0,2.0,414.0,5,2,3,3,0,3,379.0,3,1,2,2,0,2,418.0,3.0,1.0,2.0,2,0,2.0,415.0,3,1,2,2,0,2,376.0,3,1,2,2,0,2,395.0,3.0,1.0,2.0,2,0,2.0,417.0,3,1,2,2,0,2,414.0,5.0,2.0,3.0,3,0,3.0,392.0,5,2,3,3,0,3,388.0,3,1,2,2,0,2,397.0,7,3,4,4,0,3,430.0,3.0,1.0,2.0,2,0,2.0,413.0,5,2,3,3,0,3,390.0
900,3.0,1.0,2.0,2,0,2.0,467.0,3,1,2,2,0,2,447.0,3,1,2,2,0,2,445.0,7,3,4,4,0,3,443.0,7.0,3.0,4.0,4,0,3.0,465.0,5.0,2.0,3.0,3,0,3.0,435.0,3.0,1.0,2.0,2,0,2.0,461.0,5,2,3,3,0,3,421.0,3,1,2,2,0,2,456.0,3.0,1.0,2.0,2,0,2.0,459.0,3,1,2,2,0,2,431.0,3,1,2,2,0,2,443.0,3.0,1.0,2.0,2,0,2.0,463.0,3,1,2,2,0,2,457.0,5.0,2.0,3.0,3,0,3.0,437.0,5,2,3,3,0,3,440.0,3,1,2,2,0,2,439.0,7,3,4,4,0,3,479.0,3.0,1.0,2.0,2,0,2.0,465.0,5,2,3,3,0,3,446.0
1000,3.0,1.0,2.0,2,0,2.0,512.0,5,2,3,3,0,3,487.0,3,1,2,2,0,2,491.0,7,3,4,4,0,3,501.0,7.0,3.0,4.0,4,0,3.0,520.0,5.0,2.0,3.0,3,0,3.0,480.0,5.0,2.0,3.0,3,0,3.0,516.0,5,2,3,3,0,3,473.0,3,1,2,2,0,2,513.0,3.0,1.0,2.0,2,0,2.0,516.0,3,1,2,2,0,2,479.0,5,2,3,3,0,3,500.0,3.0,1.0,2.0,2,0,2.0,511.0,3,1,2,2,0,2,512.0,5.0,2.0,3.0,3,0,3.0,484.0,5,2,3,3,0,3,484.0,3,1,2,2,0,2,498.0,7,3,4,4,0,3,529.0,5.0,2.0,3.0,3,0,3.0,514.0,5,2,3,3,0,3,501.0
