,n_nodes_000,n_branches_000,n_leaves_000,n_active_leaves_000,n_inactive_leaves_000,height_000,total_observed_weight_000,n_nodes_001,n_branches_001,n_leaves_001,n_active_leaves_001,n_inactive_leaves_001,height_001,total_observed_weight_001,n_nodes_002,n_branches_002,n_leaves_002,n_active_leaves_002,n_inactive_leaves_002,height_002,total_observed_weight_002,n_nodes_003,n_branches_003,n_leaves_003,n_active_leaves_003,n_inactive_leaves_003,height_003,total_observed_weight_003,n_nodes_004,n_branches_004,n_leaves_004,n_active_leaves_004,n_inactive_leaves_004,height_004,total_observed_weight_004,n_nodes_005,n_branches_005,n_leaves_005,n_active_leaves_005,n_inactive_leaves_005,height_005,total_observed_weight_005,n_nodes_006,n_branches_006,n_leaves_006,n_active_leaves_006,n_inactive_leaves_006,height_006,total_observed_weight_006,n_nodes_007,n_branches_007,n_leaves_007,n_active_leaves_007,n_inactive_leaves_007,height_007,total_observed_weight_007,n_nodes_008,n_branches_008,n_leaves_008,n_active_leaves_008,n_inactive_leaves_008,height_008,total_observed_weight_008,n_nodes_009,n_branches_009,n_leaves_009,n_active_leaves_009,n_inactive_leaves_009,height_009,total_observed_weight_009,n_nodes_010,n_branches_010,n_leaves_010,n_active_leaves_010,n_inactive_leaves_010,height_010,total_observed_weight_010,n_nodes_011,n_branches_011,n_leaves_011,n_active_leaves_011,n_inactive_leaves_011,height_011,total_observed_weight_011,n_nodes_012,n_branches_012,n_leaves_012,n_active_leaves_012,n_inactive_leaves_012,height_012,total_observed_weight_012,n_nodes_013,n_branches_013,n_leaves_013,n_active_leaves_013,n_inactive_leaves_013,height_013,total_observed_weight_013,n_nodes_014,n_branches_014,n_leaves_014,n_active_leaves_014,n_inactive_leaves_014,height_014,total_observed_weight_014,n_nodes_015,n_branches_015,n_leaves_015,n_active_leaves_015,n_inactive_leaves_015,height_015,total_observed_weight_015,n_nodes_016,n_branches_016,n_leaves_016,n_active_leaves_016,n_inactive_leaves_016,height_016,total_observed_weight_016,n_nodes_017,n_branches_017,n_leaves_017,n_active_leaves_017,n_inactive_leaves_017,height_017,total_observed_weight_017,n_nodes_018,n_branches_018,n_leaves_018,n_active_leaves_018,n_inactive_leaves_018,height_018,total_observed_weight_018,n_nodes_019,n_branches_019,n_leaves_019,n_active_leaves_019,n_inactive_leaves_019,height_019,total_observed_weight_019
100,1,0,1,1,0,1,48.0,3,1,2,2,0,2,51.0,1,0,1,1,0,1,48.0,3,1,2,2,0,2,50.0,3,1,2,2,0,2,55.0,3,1,2,2,0,2,55.0,1,0,1,1,0,1,52.0,1,0,1,1,0,1,55.0,3,1,2,2,0,2,54.0,1,0,1,1,0,1,44.0,1,0,1,1,0,1,45.0,1,0,1,1,0,1,51.0,1,0,1,1,0,1,49.0,1,0,1,1,0,1,59.0,3,1,2,2,0,2,53.0,1,0,1,1,0,1,47.0,1,0,1,1,0,1,39.0,3,1,2,2,0,2,58.0,3,1,2,2,0,2,53.0,3,1,2,2,0,2,50.0
200,3,1,2,2,0,2,112.0,3,1,2,2,0,2,100.0,3,1,2,2,0,2,97.0,3,1,2,2,0,2,100.0,3,1,2,2,0,2,105.0,3,1,2,2,0,2,102.0,1,0,1,1,0,1,90.0,1,0,1,1,0,1,112.0,3,1,2,2,0,2,97.0,3,1,2,2,0,2,85.0,1,0,1,1,0,1,97.0,1,0,1,1,0,1,108.0,3,1,2,2,0,2,98.0,3,1,2,2,0,2,115.0,3,1,2,2,0,2,102.0,3,1,2,2,0,2,100.0,3,1,2,2,0,2,94.0,3,1,2,2,0,2,110.0,3,1,2,2,0,2,104.0,3,1,2,2,0,2,97.0
300,3,1,2,2,0,2,163.0,5,2,3,3,0,3,146.0,3,1,2,2,0,2,143.0,3,1,2,2,0,2,151.0,3,1,2,2,0,2,153.0,3,1,2,2,0,2,148.0,1,0,1,1,0,1,136.0,1,0,1,1,0,1,164.0,3,1,2,2,0,2,153.0,5,2,3,3,0,3,139.0,3,1,2,2,0,2,141.0,1,0,1,1,0,1,167.0,3,1,2,2,0,2,147.0,3,1,2,2,0,2,166.0,3,1,2,2,0,2,155.0,3,1,2,2,0,2,145.0,3,1,2,2,0,2,140.0,3,1,2,2,0,2,159.0,3,1,2,2,0,2,146.0,3,1,2,2,0,2,148.0
400,5,2,3,3,0,3,208.0,5,2,3,3,0,3,190.0,3,1,2,2,0,2,201.0,3,1,2,2,0,2,206.0,3,1,2,2,0,2,201.0,5,2,3,3,0,3,200.0,3,1,2,2,0,2,181.0,3,1,2,2,0,2,216.0,3,1,2,2,0,2,208.0,5,2,3,3,0,3,192.0,3,1,2,2,0,2,187.0,3,1,2,2,0,2,215.0,5,2,3,3,0,3,201.0,3,1,2,2,0,2,218.0,3,1,2,2,0,2,212.0,5,2,3,3,0,3,198.0,5,2,3,3,0,3,200.0,3,1,2,2,0,2,208.0,5,2,3,3,0,3,191.0,3,1,2,2,0,2,192.0
500,5,2,3,3,0,3,257.0,5,2,3,3,0,3,236.0,3,1,2,2,0,2,249.0,5,2,3,3,0,3,265.0,3,1,2,2,0,2,252.0,5,2,3,3,0,3,248.0,3,1,2,2,0,2,241.0,3,1,2,2,0,2,275.0,3,1,2,2,0,2,255.0,5,2,3,3,0,3,246.0,3,1,2,2,0,2,246.0,3,1,2,2,0,2,263.0,5,2,3,3,0,3,251.0,3,1,2,2,0,2,269.0,3,1,2,2,0,2,264.0,5,2,3,3,0,3,244.0,5,2,3,3,0,3,244.0,5,2,3,3,0,3,252.0,7,3,4,4,0,3,239.0,3,1,2,2,0,2,243.0
600,7,3,4,4,0,4,307.0,5,2,3,3,0,3,288.0,5,2,3,3,0,3,296.0,5,2,3,3,0,3,320.0,3,1,2,2,0,2,303.0,5,2,3,3,0,3,293.0,3,1,2,2,0,2,293.0,3,1,2,2,0,2,323.0,3,1,2,2,0,2,304.0,7,3,4,4,0,4,291.0,5,2,3,3,0,3,298.0,3,1,2,2,0,2,308.0,5,2,3,3,0,3,304.0,3,1,2,2,0,2,313.0,5,2,3,3,0,3,319.0,5,2,3,3,0,3,303.0,7,3,4,4,0,4,305.0,5,2,3,3,0,3,306.0,7,3,4,4,0,3,292.0,3,1,2,2,0,2,298.0
700,7,3,4,4,0,4,364.0,5,2,3,3,0,3,337.0,5,2,3,3,0,3,343.0,5,2,3,3,0,3,369.0,5,2,3,3,0,3,361.0,5,2,3,3,0,3,339.0,3,1,2,2,0,2,336.0,3,1,2,2,0,2,369.0,3,1,2,2,0,2,352.0,9,4,5,5,0,4,332.0,5,2,3,3,0,3,347.0,3,1,2,2,0,2,359.0,5,2,3,3,0,3,351.0,3,1,2,2,0,2,365.0,5,2,3,3,0,3,362.0,7,3,4,4,0,4,363.0,7,3,4,4,0,4,355.0,5,2,3,3,0,3,354.0,7,3,4,4,0,3,348.0,3,1,2,2,0,2,349.0
800,7,3,4,4,0,4,414.0,5,2,3,3,0,3,386.0,7,3,4,4,0,4,398.0,9,4,5,5,0,4,421.0,5,2,3,3,0,3,405.0,7,3,4,4,0,4,384.0,3,1,2,2,0,2,384.0,3,1,2,2,0,2,415.0,5,2,3,3,0,3,407.0,11,5,6,6,0,4,394.0,5,2,3,3,0,3,398.0,3,1,2,2,0,2,398.0,7,3,4,4,0,4,394.0,3,1,2,2,0,2,419.0,7,3,4,4,0,3,413.0,7,3,4,4,0,4,415.0,7,3,4,4,0,4,406.0,7,3,4,4,0,4,406.0,7,3,4,4,0,3,394.0,5,2,3,3,0,3,400.0
900,7,3,4,4,0,4,469.0,7,3,4,4,0,4,441.0,7,3,4,4,0,4,440.0,9,4,5,5,0,4,476.0,5,2,3,3,0,3,451.0,7,3,4,4,0,4,430.0,3,1,2,2,0,2,443.0,3,1,2,2,0,2,470.0,7,3,4,4,0,3,458.0,11,5,6,6,0,4,439.0,5,2,3,3,0,3,448.0,3,1,2,2,0,2,443.0,9,4,5,5,0,4,440.0,3,1,2,2,0,2,474.0,7,3,4,4,0,3,462.0,7,3,4,4,0,4,465.0,9,4,5,5,0,5,458.0,7,3,4,4,0,4,457.0,7,3,4,4,0,3,442.0,5,2,3,3,0,3,444.0
1000,7,3,4,4,0,4,518.0,7,3,4,4,0,4,500.0,7,3,4,4,0,4,489.0,9,4,5,5,0,4,533.0,7,3,4,4,0,3,504.0,7,3,4,4,0,4,488.0,5,2,3,3,0,3,495.0,7,3,4,4,0,3,517.0,7,3,4,4,0,3,509.0,11,5,6,6,0,4,484.0,5,2,3,3,0,3,496.0,3,1,2,2,0,2,496.0,9,4,5,5,0,4,491.0,3,1,2,2,0,2,524.0,7,3,4,4,0,3,517.0,9,4,5,5,0,4,514.0,11,5,6,6,0,5,519.0,11,5,6,6,0,4,507.0,7,3,4,4,0,3,494.0,5,2,3,3,0,3,493.0
