,n_nodes_000,n_branches_000,n_leaves_000,n_active_leaves_000,n_inactive_leaves_000,height_000,total_observed_weight_000,n_nodes_001,n_branches_001,n_leaves_001,n_active_leaves_001,n_inactive_leaves_001,height_001,total_observed_weight_001,n_nodes_002,n_branches_002,n_leaves_002,n_active_leaves_002,n_inactive_leaves_002,height_002,total_observed_weight_002,n_nodes_003,n_branches_003,n_leaves_003,n_active_leaves_003,n_inactive_leaves_003,height_003,total_observed_weight_003,n_nodes_004,n_branches_004,n_leaves_004,n_active_leaves_004,n_inactive_leaves_004,height_004,total_observed_weight_004,n_nodes_005,n_branches_005,n_leaves_005,n_active_leaves_005,n_inactive_leaves_005,height_005,total_observed_weight_005,n_nodes_006,n_branches_006,n_leaves_006,n_active_leaves_006,n_inactive_leaves_006,height_006,total_observed_weight_006,n_nodes_007,n_branches_007,n_leaves_007,n_active_leaves_007,n_inactive_leaves_007,height_007,total_observed_weight_007,n_nodes_008,n_branches_008,n_leaves_008,n_active_leaves_008,n_inactive_leaves_008,height_008,total_observed_weight_008,n_nodes_009,n_branches_009,n_leaves_009,n_active_leaves_009,n_inactive_leaves_009,height_009,total_observed_weight_009,n_nodes_010,n_branches_010,n_leaves_010,n_active_leaves_010,n_inactive_leaves_010,height_010,total_observed_weight_010,n_nodes_011,n_branches_011,n_leaves_011,n_active_leaves_011,n_inactive_leaves_011,height_011,total_observed_weight_011,n_nodes_012,n_branches_012,n_leaves_012,n_active_leaves_012,n_inactive_leaves_012,height_012,total_observed_weight_012,n_nodes_013,n_branches_013,n_leaves_013,n_active_leaves_013,n_inactive_leaves_013,height_013,total_observed_weight_013,n_nodes_014,n_branches_014,n_leaves_014,n_active_leaves_014,n_inactive_leaves_014,height_014,total_observed_weight_014,n_nodes_015,n_branches_015,n_leaves_015,n_active_leaves_015,n_inactive_leaves_015,height_015,total_observed_weight_015,n_nodes_016,n_branches_016,n_leaves_016,n_active_leaves_016,n_inactive_leaves_016,height_016,total_observed_weight_016,n_nodes_017,n_branches_017,n_leaves_017,n_active_leaves_017,n_inactive_leaves_017,height_017,total_observed_weight_017,n_nodes_018,n_branches_018,n_leaves_018,n_active_leaves_018,n_inactive_leaves_018,height_018,total_observed_weight_018,n_nodes_019,n_branches_019,n_leaves_019,n_active_leaves_019,n_inactive_leaves_019,height_019,total_observed_weight_019
100,1,0,1,1,0,1,46.0,1,0,1,1,0,1,44.0,1,0,1,1,0,1,45.0,1,0,1,1,0,1,46.0,1,0,1,1,0,1,46.0,3,1,2,2,0,2,58.0,1,0,1,1,0,1,42.0,1,0,1,1,0,1,49.0,1.0,0.0,1.0,1,0,1.0,44.0,1,0,1,1,0,1,48.0,1,0,1,1,0,1,47.0,3,1,2,2,0,2,56.0,1,0,1,1,0,1,53.0,1,0,1,1,0,1,50.0,1,0,1,1,0,1,40.0,1,0,1,1,0,1,48.0,1,0,1,1,0,1,44.0,3,1,2,2,0,2,54.0,1,0,1,1,0,1,43.0,3,1,2,2,0,2,65.0
200,3,1,2,2,0,2,95.0,3,1,2,2,0,2,99.0,1,0,1,1,0,1,87.0,3,1,2,2,0,2,99.0,3,1,2,2,0,2,80.0,3,1,2,2,0,2,109.0,3,1,2,2,0,2,81.0,3,1,2,2,0,2,101.0,3.0,1.0,2.0,2,0,2.0,99.0,3,1,2,2,0,2,101.0,3,1,2,2,0,2,95.0,3,1,2,2,0,2,103.0,1,0,1,1,0,1,100.0,1,0,1,1,0,1,95.0,1,0,1,1,0,1,97.0,3,1,2,2,0,2,93.0,1,0,1,1,0,1,89.0,3,1,2,2,0,2,108.0,1,0,1,1,0,1,99.0,5,2,3,3,0,3,118.0
300,3,1,2,2,0,2,146.0,3,1,2,2,0,2,149.0,1,0,1,1,0,1,129.0,3,1,2,2,0,2,152.0,5,2,3,3,0,3,132.0,3,1,2,2,0,2,162.0,5,2,3,3,0,3,126.0,3,1,2,2,0,2,153.0,3.0,1.0,2.0,2,0,2.0,155.0,3,1,2,2,0,2,160.0,3,1,2,2,0,2,153.0,3,1,2,2,0,2,147.0,3,1,2,2,0,2,154.0,3,1,2,2,0,2,140.0,3,1,2,2,0,2,146.0,3,1,2,2,0,2,140.0,3,1,2,2,0,2,140.0,3,1,2,2,0,2,158.0,3,1,2,2,0,2,153.0,5,2,3,3,0,3,172.0
400,3,1,2,2,0,2,198.0,3,1,2,2,0,2,202.0,1,0,1,1,0,1,177.0,3,1,2,2,0,2,201.0,5,2,3,3,0,3,184.0,3,1,2,2,0,2,212.0,5,2,3,3,0,3,178.0,3,1,2,2,0,2,200.0,5.0,2.0,3.0,3,0,3.0,209.0,3,1,2,2,0,2,209.0,3,1,2,2,0,2,221.0,7,3,4,4,0,3,205.0,3,1,2,2,0,2,197.0,3,1,2,2,0,2,191.0,3,1,2,2,0,2,194.0,3,1,2,2,0,2,185.0,3,1,2,2,0,2,195.0,3,1,2,2,0,2,212.0,3,1,2,2,0,2,202.0,5,2,3,3,0,3,220.0
500,3,1,2,2,0,2,249.0,3,1,2,2,0,2,250.0,3,1,2,2,0,2,233.0,3,1,2,2,0,2,251.0,5,2,3,3,0,3,236.0,3,1,2,2,0,2,260.0,5,2,3,3,0,3,226.0,5,2,3,3,0,3,251.0,7.0,3.0,4.0,4,0,4.0,263.0,5,2,3,3,0,3,259.0,3,1,2,2,0,2,274.0,7,3,4,4,0,3,250.0,3,1,2,2,0,2,245.0,3,1,2,2,0,2,245.0,3,1,2,2,0,2,236.0,3,1,2,2,0,2,237.0,3,1,2,2,0,2,248.0,9,2,7,7,0,3,259.0,5,2,3,3,0,3,250.0,7,3,4,4,0,4,278.0
600,5,2,3,3,0,3,305.0,5,2,3,3,0,3,299.0,5,2,3,3,0,3,289.0,3,1,2,2,0,2,300.0,7,3,4,4,0,4,284.0,3,1,2,2,0,2,316.0,7,3,4,4,0,4,277.0,5,2,3,3,0,3,300.0,7.0,3.0,4.0,4,0,4.0,314.0,7,3,4,4,0,3,303.0,3,1,2,2,0,2,321.0,9,4,5,5,0,4,300.0,3,1,2,2,0,2,298.0,5,2,3,3,0,3,295.0,3,1,2,2,0,2,285.0,5,2,3,3,0,3,286.0,3,1,2,2,0,2,295.0,10,2,8,8,0,3,312.0,5,2,3,3,0,3,298.0,9,4,5,5,0,4,324.0
700,5,2,3,3,0,3,359.0,5,2,3,3,0,3,353.0,5,2,3,3,0,3,341.0,3,1,2,2,0,2,352.0,7,3,4,4,0,4,337.0,3,1,2,2,0,2,372.0,9,4,5,5,0,4,336.0,5,2,3,3,0,3,357.0,7.0,3.0,4.0,4,0,4.0,367.0,7,3,4,4,0,3,355.0,5,2,3,3,0,3,366.0,9,4,5,5,0,4,350.0,3,1,2,2,0,2,358.0,5,2,3,3,0,3,336.0,3,1,2,2,0,2,340.0,5,2,3,3,0,3,347.0,3,1,2,2,0,2,350.0,11,2,9,9,0,3,361.0,7,3,4,4,0,4,343.0,11,5,6,6,0,5,371.0
800,7,3,4,4,0,3,415.0,7,3,4,4,0,3,411.0,9,4,5,5,0,4,392.0,3,1,2,2,0,2,415.0,7,3,4,4,0,4,384.0,3,1,2,2,0,2,421.0,9,4,5,5,0,4,387.0,7,3,4,4,0,3,414.0,7.0,3.0,4.0,4,0,4.0,419.0,7,3,4,4,0,3,409.0,5,2,3,3,0,3,414.0,9,4,5,5,0,4,396.0,3,1,2,2,0,2,400.0,5,2,3,3,0,3,382.0,3,1,2,2,0,2,393.0,7,3,4,4,0,3,403.0,3,1,2,2,0,2,392.0,11,2,9,9,0,3,410.0,9,4,5,5,0,4,386.0,11,5,6,6,0,5,427.0
900,7,3,4,4,0,3,472.0,7,3,4,4,0,3,459.0,9,4,5,5,0,4,438.0,3,1,2,2,0,2,463.0,9,4,5,5,0,4,443.0,5,2,3,3,0,3,470.0,11,5,6,6,0,5,439.0,7,3,4,4,0,3,457.0,7.0,3.0,4.0,4,0,4.0,473.0,7,3,4,4,0,3,461.0,5,2,3,3,0,3,461.0,13,6,7,7,0,5,439.0,3,1,2,2,0,2,451.0,5,2,3,3,0,3,435.0,3,1,2,2,0,2,445.0,7,3,4,4,0,3,453.0,3,1,2,2,0,2,446.0,11,2,9,9,0,3,456.0,9,4,5,5,0,4,439.0,11,5,6,6,0,5,476.0
1000,9,4,5,5,0,4,521.0,9,4,5,5,0,4,519.0,9,4,5,5,0,4,496.0,5,2,3,3,0,3,515.0,13,6,7,7,0,5,496.0,5,2,3,3,0,3,512.0,11,5,6,6,0,5,493.0,7,3,4,4,0,3,505.0,7.0,3.0,4.0,4,0,4.0,517.0,7,3,4,4,0,3,514.0,5,2,3,3,0,3,506.0,13,6,7,7,0,5,491.0,3,1,2,2,0,2,506.0,5,2,3,3,0,3,471.0,3,1,2,2,0,2,500.0,7,3,4,4,0,3,498.0,3,1,2,2,0,2,491.0,11,2,9,9,0,3,497.0,9,4,5,5,0,4,492.0,11,5,6,6,0,5,528.0
